country,region,health_exp_pct_gdp,continent,iso3,year,education_exp,public_health_exp,wages_exp,pensions_exp,sickness_disability_exp,gdp_per_capita,unemployment_exp,family_children_exp,gdp,gdpv,cpi,total_population,alcohol_consume,fruit_supply,obese_pop_measured,overweight_pop_measured,sugar_supply,tobacco_consumption,total_calories_supply,total_fat_supply,total_protein_supply,vape_pop_15_over,veggie_supply,life_expectancy
Germany,Europe,8.098,Europe,DEU,1980.0,,,,,,11828.2,7614000000.0,13300000000.0,883583000000.0,1677340000000.0,,78288576.0,16.5,103.1,20.3,39.4,42.9,2631.0,3278.0,133.1,95.1,3.3,66.7,72.9
Germany,Europe,8.397,Europe,DEU,1981.0,,,,,,12987.1,12170000000.0,13950000000.0,926269000000.0,1688210000000.0,,78407904.0,16.0,88.9,20.3,39.4,43.6,2616.0,3273.0,134.1,94.3,3.3,72.0,73.2
Germany,Europe,8.228,Europe,DEU,1982.0,,,,,,13747.5,16270000000.0,13270000000.0,963778000000.0,1679560000000.0,,78333354.0,15.7,110.9,20.3,39.4,44.1,2255.0,3337.0,136.0,94.8,3.3,70.9,73.5
Germany,Europe,8.22,Europe,DEU,1983.0,,,,,,14558.6,18550000000.0,12790000000.0,1005460000000.0,1704200000000.0,,78128284.0,15.8,96.0,20.3,39.4,43.5,2372.0,3378.0,139.7,96.9,3.3,68.9,73.8
Germany,Europe,8.336,Europe,DEU,1984.0,,,,,,15572.6,16810000000.0,12620000000.0,1055360000000.0,1753810000000.0,,77858682.0,15.1,105.2,20.3,39.4,41.7,2379.0,3391.0,139.5,98.3,3.3,75.7,74.3
Germany,Europe,8.481,Europe,DEU,1985.0,,,,,,16477.6,16570000000.0,12580000000.0,1105800000000.0,1799480000000.0,,77684878.0,15.1,102.5,20.3,39.4,43.4,2388.0,3423.0,141.2,98.8,3.3,73.2,75.1
Germany,Europe,8.376,Europe,DEU,1986.0,,,,,,17181.1,16200000000.0,13190000000.0,1164670000000.0,1840320000000.0,,77720438.0,14.7,113.1,20.3,39.4,44.8,2319.0,3406.0,136.1,99.0,3.3,74.4,75.3
Germany,Europe,8.48,Europe,DEU,1987.0,,,,,,17821.1,17240000000.0,13720000000.0,1194720000000.0,1863850000000.0,,77839920.0,14.8,109.2,20.3,39.4,43.3,2317.0,3382.0,134.9,99.7,3.3,74.5,75.8
Germany,Europe,8.66,Europe,DEU,1988.0,,,,,,19044.2,17770000000.0,13970000000.0,1256810000000.0,1927940000000.0,,78144617.0,14.6,117.1,20.3,39.4,44.0,2297.0,3404.0,134.8,100.3,3.3,76.5,76.0
Germany,Europe,8.063,Europe,DEU,1989.0,,,,,,20323.8,16780000000.0,14210000000.0,1345180000000.0,2005970000000.0,,78751284.0,14.6,112.6,20.3,39.4,42.2,2329.0,3403.0,137.8,98.9,3.3,76.3,76.1
Germany,Europe,8.031,Europe,DEU,1990.0,,,,,,21839.6,19010000000.0,17970000000.0,1467300000000.0,2115790000000.0,,79433034.0,14.9,116.1,20.3,39.4,35.2,2401.5,3261.0,140.5,96.7,3.3,73.6,77.4
Germany,Europe,,Europe,DEU,1991.0,51540000000.0,85920000000.0,,,,18745.4,34560000000.0,23550000000.0,1590940000000.0,2225830000000.0,,80013901.0,13.9,102.9,20.3,39.4,43.9,2474.0,3323.0,141.0,94.6,3.3,76.9,75.7
Germany,Europe,8.994,Europe,DEU,1992.0,57530000000.0,98480000000.0,,,,21721.9,39980000000.0,25640000000.0,1700460000000.0,2259190000000.0,,80624601.0,13.8,116.1,20.3,39.4,45.9,2294.0,3392.0,146.1,93.6,3.3,79.5,76.2
Germany,Europe,8.987,Europe,DEU,1993.0,60510000000.0,98510000000.0,,,,21875.2,53720000000.0,26380000000.0,1748970000000.0,2236800000000.0,,81156368.0,13.5,88.6,20.3,39.4,42.5,2204.0,3202.0,137.8,89.8,3.3,71.0,76.2
Germany,Europe,9.238,Europe,DEU,1994.0,61990000000.0,106900000000.0,,,,22797.6,53640000000.0,26310000000.0,1828760000000.0,2291880000000.0,,81438346.0,13.4,89.4,20.3,39.4,40.4,2263.0,3213.0,137.9,91.9,3.3,76.7,76.6
Germany,Europe,9.531,Europe,DEU,1995.0,61174000000.0,111894000000.0,136599000000.0,207700000000.0,58120000000.0,23565.7,48950000000.0,26880000000.0,1895110000000.0,2328800000000.0,,81678046.0,13.4,80.2,20.3,39.4,44.2,2259.0,3249.0,138.2,91.9,3.3,77.7,76.7
Germany,Europe,9.825,Europe,DEU,1996.0,63656000000.0,116261000000.0,138685000000.0,214500000000.0,61220000000.0,24078.5,52600000000.0,26410000000.0,1922520000000.0,2348620000000.0,,81914834.0,13.1,96.9,20.3,39.4,40.1,2253.0,3297.0,144.4,94.2,3.3,85.2,77.0
Germany,Europe,9.717,Europe,DEU,1997.0,65135000000.0,115640000000.0,139703000000.0,221600000000.0,58990000000.0,24572.6,51970000000.0,27400000000.0,1963810000000.0,2392420000000.0,,82034775.0,13.0,86.1,20.3,39.4,42.2,2279.0,3176.0,143.2,89.6,3.3,83.0,77.4
Germany,Europe,9.729,Europe,DEU,1998.0,66049000000.0,118225000000.0,140336000000.0,229500000000.0,59570000000.0,25345.7,48920000000.0,27910000000.0,2012610000000.0,2435320000000.0,,82047197.0,12.7,85.3,20.3,39.4,40.8,2308.0,3285.0,143.6,94.4,3.3,84.1,77.8
Germany,Europe,9.807,Europe,DEU,1999.0,67264000000.0,121435000000.0,147489000000.0,235300000000.0,60590000000.0,26291.2,47860000000.0,28950000000.0,2054820000000.0,2477840000000.0,,82100243.0,12.8,83.5,20.535714285714285,39.18571428571428,41.3,2403.0,3279.0,140.7,93.9,3.3,88.6,78.0
Germany,Europe,9.888,Europe,DEU,2000.0,68916000000.0,132164000000.0,175348000000.0,243884000000.0,57335000000.0,27204.3,50264000000.0,27472000000.0,2109170000000.0,2555610000000.0,,82211501.0,12.9,113.7,20.771428571428572,38.97142857142857,42.0,2332.0,3336.0,142.8,94.5,3.3,89.3,78.3
Germany,Europe,9.921,Europe,DEU,2001.0,73086000000.0,136574000000.0,178860000000.0,251776000000.0,59551000000.0,28374.0,51471000000.0,27763000000.0,2175350000000.0,2601990000000.0,,82349926.0,12.5,88.6,21.00714285714286,38.75714285714285,45.8,2390.0,3363.0,137.1,97.9,3.3,91.3,78.6
Germany,Europe,10.184,Europe,DEU,2002.0,73931000000.0,141834000000.0,183809000000.0,260053000000.0,61797000000.0,29178.6,55008000000.0,28841000000.0,2201720000000.0,2597670000000.0,,82488493.0,12.3,96.3,21.242857142857144,38.542857142857144,45.2,2422.0,3427.0,139.0,99.0,3.3,90.5,78.6
Germany,Europe,10.402,Europe,DEU,2003.0,74879000000.0,145444000000.0,183509000000.0,266013000000.0,62096000000.0,29909.7,58413000000.0,29834000000.0,2215000000000.0,2579210000000.0,,82534175.0,11.9,90.2,21.478571428571428,38.32857142857143,48.4,2281.0,3390.0,139.2,98.0,3.3,88.9,78.6
Germany,Europe,10.146,Europe,DEU,2004.0,75833000000.0,140702000000.0,185029000000.0,268456000000.0,61090000000.0,31334.0,58649000000.0,30719000000.0,2255220000000.0,2597290000000.0,,82516268.0,11.8,84.2,21.714285714285715,38.114285714285714,49.3,2073.0,3411.0,138.6,96.7,3.3,91.1,79.3
Germany,Europe,10.312,Europe,DEU,2005.0,76487000000.0,144701000000.0,188108000000.0,271244000000.0,59353000000.0,31794.1,63486000000.0,30937000000.0,2284970000000.0,2620750000000.0,,82469421.0,11.7,87.1,21.950000000000003,37.9,50.9,1978.0,3450.0,139.0,97.0,3.3,86.2,79.4
Germany,Europe,10.18,Europe,DEU,2006.0,77268000000.0,148471000000.0,192429000000.0,272086000000.0,58887000000.0,34158.1,60651000000.0,30662000000.0,2385760000000.0,2725450000000.0,,82376447.0,11.8,84.3,22.185714285714287,37.68571428571428,48.2,1836.0,3466.0,140.7,99.2,3.3,88.0,79.9
Germany,Europe,10.051,Europe,DEU,2007.0,79003000000.0,153791000000.0,195288000000.0,275739000000.0,60964000000.0,36292.1,50889000000.0,31678000000.0,2502870000000.0,2809660000000.0,,82266373.0,11.5,83.1,22.42142857142857,37.47142857142857,46.1,1841.0,3527.0,146.0,102.5,3.3,86.6,80.1
Germany,Europe,10.251,Europe,DEU,2008.0,80660000000.0,159965000000.0,204645000000.0,279965000000.0,65387000000.0,37802.4,46891000000.0,33377000000.0,2543000000000.0,2828950000000.0,,82110097.0,11.4,81.1,22.65714285714286,37.25714285714285,49.5,1745.0,3517.0,144.1,101.3,3.3,87.9,80.2
Germany,Europe,11.238,Europe,DEU,2009.0,84725000000.0,169681000000.0,215932000000.0,286043000000.0,69432000000.0,36816.2,55838000000.0,37548000000.0,2443740000000.0,2669390000000.0,,81902308.0,11.2,81.6,22.892857142857146,37.042857142857144,48.1,1715.0,3515.0,142.8,102.6,3.3,91.7,80.3
Germany,Europe,11.096,Europe,DEU,2010.0,87915000000.0,173941000000.0,224767000000.0,290495000000.0,73029000000.0,38950.7,52911000000.0,39003000000.0,2558870000000.0,2777350000000.0,,81776936.0,11.6,61.0,23.12857142857143,36.82857142857143,49.9,1694.0,3504.0,144.1,101.8,3.3,80.6,80.5
Germany,Europe,10.778,Europe,DEU,2011.0,90670000000.0,177885000000.0,232735000000.0,293065000000.0,75744000000.0,42541.5,45063000000.0,38415000000.0,2689700000000.0,2888110000000.0,,80274981.0,11.3,64.4,23.364285714285714,36.614285714285714,48.8,1785.0,3538.0,145.6,103.1,3.3,85.5,80.6
Germany,Europe,10.853,Europe,DEU,2012.0,91877000000.0,182010000000.0,237487000000.0,299045000000.0,80977000000.0,43359.6,44329000000.0,39797000000.0,2746560000000.0,2905890000000.0,,80425826.0,11.3,64.8,23.6,36.4,47.4,1692.0,3501.0,144.3,101.8,3.3,87.8,80.7
Germany,Europe,10.999,Europe,DEU,2013.0,95179000000.0,191996000000.0,244638000000.0,304925000000.0,85160000000.0,44993.9,46299000000.0,40417000000.0,2815950000000.0,2921930000000.0,,80645605.0,11.1,65.7,23.6,36.4,48.3,1634.0,3499.0,141.8,101.6,3.3,83.6,80.6
Germany,Europe,11.026,Europe,DEU,2014.0,98407000000.0,202587000000.0,252251000000.0,315351000000.0,90642000000.0,47011.6,46515000000.0,42062000000.0,2931950000000.0,2986460000000.0,,80982495.0,11.1,70.5,23.6,36.4,49.0,1625.0,3541.0,142.2,104.1,3.3,90.0,81.2
Germany,Europe,11.19,Europe,DEU,2015.0,100225000000.0,211352000000.0,259099000000.0,329872000000.0,92384000000.0,47609.8,46605000000.0,45664000000.0,3023400000000.0,3023460000000.0,,81686608.0,11.1,75.8,23.6,36.4,49.3,1613.0,3567.0,143.7,105.1,3.3,88.4,80.7
Germany,Europe,11.242,Europe,DEU,2016.0,102030000000.0,219348000000.0,270930000000.0,342686000000.0,97200000000.0,50579.7,46113000000.0,50275000000.0,3129300000000.0,3088290000000.0,,82348669.0,11.0,76.5,23.6,36.4,47.5,1524.0,3557.0,145.1,104.7,3.3,91.8,81.0
Germany,Europe,11.336,Europe,DEU,2017.0,106184000000.0,226370000000.0,283620000000.0,360966000000.0,102363000000.0,53071.5,47602000000.0,51140000000.0,3271080000000.0,3180290000000.0,,82657000.0,10.9,70.7,23.6,36.4,46.5,1523.0,3542.0,146.2,104.1,3.3,94.7,81.1
Germany,Europe,11.481,Europe,DEU,2018.0,111246000000.0,234960000000.0,293387000000.0,373419000000.0,106049000000.0,55195.8,46325000000.0,52663000000.0,3370250000000.0,3212370000000.0,,82905788.0,10.9,78.1,23.6,36.4,44.2,1507.0,3556.0,151.3,105.5,3.3,89.8,81.0
Germany,Europe,11.716,Europe,DEU,2019.0,116272000000.0,246468000000.0,311168000000.0,393885000000.0,111961000000.0,57397.5,47730000000.0,54582000000.0,3479370000000.0,3247320000000.0,,83092956.0,10.6,77.3,23.6,36.4,43.7,1503.0,3592.0,164.5,105.0,3.3,88.3,81.3
Germany,Europe,12.693,Europe,DEU,2020.0,119095000000.0,274183000000.0,322772000000.0,410557000000.0,115235000000.0,56482.5,67983000000.0,63147000000.0,3398260000000.0,3115380000000.0,,83160877.0,10.6,78.6,23.6,36.4,45.8,1556.0,3628.0,164.8,105.9,3.3,91.4,81.1
Germany,Europe,12.934,Europe,DEU,2021.0,123305000000.0,301044000000.0,340894000000.0,422661000000.0,119348000000.0,58798.9,65766000000.0,61993000000.0,3592520000000.0,3195800000000.0,,83196076.0,10.6,78.6,23.6,36.4,45.8,1543.0,3628.0,164.8,105.9,3.3,91.4,80.8
Denmark,Europe,,Europe,DNK,1960.0,,,,,,,,,,,,4579603.0,6.0,49.6,,,51.4,2227.0,3187.0,136.3,82.3,2.5,40.8,72.4
Denmark,Europe,,Europe,DNK,1961.0,,,,,,,,,,,,4611690.0,6.28,49.6,,,51.4,2227.0,3187.0,136.3,82.3,2.5,40.8,72.42857142857143
Denmark,Europe,,Europe,DNK,1962.0,,,,,,,,,,,,4647733.0,6.5600000000000005,60.2,,,53.5,2227.0,3102.0,128.9,78.5,2.5,40.5,72.45714285714286
Denmark,Europe,,Europe,DNK,1963.0,,,,,,,,,,,,4684481.0,6.84,58.3,,,52.4,2227.0,3098.0,131.7,79.6,2.5,45.8,72.48571428571428
Denmark,Europe,,Europe,DNK,1964.0,,,,,,,,,,,,4722074.0,7.12,64.0,,,51.2,2227.0,3112.0,134.9,80.3,2.5,40.8,72.51428571428572
Denmark,Europe,,Europe,DNK,1965.0,,,,,,,,,,,,4759011.0,7.4,65.0,,,53.1,2227.0,3106.0,135.5,77.9,2.5,35.2,72.54285714285714
Denmark,Europe,,Europe,DNK,1966.0,,,,,,3465.4,,,82414198737.0,702375000000.0,,4797381.0,7.9,66.6,,,53.5,2227.0,3118.0,135.8,80.5,2.5,45.4,72.57142857142857
Denmark,Europe,,Europe,DNK,1967.0,,,,,,3676.6,,,90845934119.0,741219000000.0,0.122404277,4835358.0,8.0,68.9,,,53.3,2227.0,3081.0,134.4,78.8,2.5,39.1,72.6
Denmark,Europe,,Europe,DNK,1968.0,,,,,,3997.6,,,101292000000.0,782379000000.0,0.132202967,4864879.0,8.3,66.6,,,52.0,2227.0,3093.0,139.0,76.4,2.5,40.5,73.0
Denmark,Europe,,Europe,DNK,1969.0,,,,,,4475.4,,,115612000000.0,833306000000.0,0.136814116,4891860.0,8.9,66.2,,,52.6,2227.0,3080.0,138.0,78.4,2.5,38.5,73.2
Denmark,Europe,,Europe,DNK,1970.0,,,,,,4256.5,,,128066000000.0,846613000000.0,0.145727333,4928748.0,9.7,68.8,,,54.4,2227.0,3157.0,140.6,77.8,2.5,52.9,73.3
Denmark,Europe,7.677,Europe,DNK,1971.0,,,,,,4574.7,,,141736000000.0,872054000000.0,0.154281347,4963126.0,10.0,63.8,,,53.0,2166.0,3188.0,145.6,78.1,2.5,45.1,73.3
Denmark,Europe,7.768,Europe,DNK,1972.0,,,,,,4931.8,,,161449000000.0,906320000000.0,0.164405826,4991596.0,10.8,61.5,,,51.4,2177.0,3100.0,138.1,78.4,2.5,43.3,73.4
Denmark,Europe,7.585,Europe,DNK,1973.0,,,,,,5382.3,,,185905000000.0,943415000000.0,0.17970114,5021862.0,11.7,68.6,,,54.8,2249.0,3037.0,129.3,74.7,2.5,46.1,73.6
Denmark,Europe,8.291,Europe,DNK,1974.0,,,,,,5773.8,,,208205000000.0,932826000000.0,0.207150839,5045298.0,11.4,63.4,,,54.3,2265.0,3036.0,129.2,77.5,2.5,45.9,73.9
Denmark,Europe,8.536,Europe,DNK,1975.0,,,,,,6198.8,,,232574000000.0,919239000000.0,0.227048948,5059862.0,12.3,64.8,,,50.8,2179.0,2989.0,128.4,79.2,2.5,41.5,74.2
Denmark,Europe,8.441,Europe,DNK,1976.0,,,,,,6910.1,,,269461000000.0,973700000000.0,0.247506743,5072597.0,12.7,70.3,,,53.6,2163.0,2985.0,122.8,82.1,2.5,49.9,73.8
Denmark,Europe,8.259,Europe,DNK,1977.0,,,,,,7453.4,,,298865000000.0,991911000000.0,0.27454002,5088420.0,12.3,70.9,,,45.9,2159.0,3010.0,129.5,84.0,2.5,59.2,74.7
Denmark,Europe,8.377,Europe,DNK,1978.0,,,,,,8130.0,,,332877000000.0,1013990000000.0,0.302580565,5104248.0,11.7,63.1,,,48.1,2056.0,3029.0,128.6,86.8,2.5,49.0,74.5
Denmark,Europe,8.474,Europe,DNK,1979.0,,,,,,9122.7,,,370197000000.0,1053230000000.0,0.331661751,5116802.0,12.3,63.2,,,46.1,2028.0,3057.0,133.6,85.3,2.5,60.3,74.3
Denmark,Europe,8.416,Europe,DNK,1980.0,,,,,25100000000.0,9886.7,,22070000000.0,400868000000.0,1048140000000.0,0.372473799,5123027.0,12.4,57.9,,,47.5,2022.0,3129.0,137.7,88.0,2.5,57.6,74.2
Denmark,Europe,8.575,Europe,DNK,1981.0,,,,,25150000000.0,10753.2,,23450000000.0,440780000000.0,1041160000000.0,0.416304237,5121572.0,12.9,49.6,,,47.7,2046.0,3134.0,134.5,88.7,2.5,65.9,74.3
Denmark,Europe,8.624,Europe,DNK,1982.0,,,,,26440000000.0,11846.9,,25030000000.0,503384000000.0,1079520000000.0,0.458437653,5117810.0,13.3,47.9,,,49.0,2149.0,3092.0,129.0,87.2,2.5,68.2,74.7
Denmark,Europe,8.418,Europe,DNK,1983.0,,,,,26450000000.0,12639.3,,25490000000.0,554597000000.0,1107540000000.0,0.490107576,5114297.0,13.7,50.8,,,48.9,1960.0,3034.0,123.7,85.5,2.5,63.7,74.5
Denmark,Europe,7.97,Europe,DNK,1984.0,,,,,26970000000.0,13647.9,,26560000000.0,612129000000.0,1153690000000.0,0.520939177,5111619.0,13.0,53.8,,,45.7,1988.0,3019.0,122.9,86.7,2.5,70.8,74.7
Denmark,Europe,7.947,Europe,DNK,1985.0,,,,,28650000000.0,14637.3,,27730000000.0,663955000000.0,1199880000000.0,0.545312598,5113691.0,13.1,61.0,,,45.9,2000.0,3167.0,130.5,94.5,2.5,79.0,74.5
Denmark,Europe,7.734,Europe,DNK,1986.0,,,,,30610000000.0,15643.5,,28810000000.0,712645000000.0,1258720000000.0,0.565370215,5120534.0,12.8,71.8,,,45.4,1965.0,3139.0,125.5,98.8,2.5,83.3,74.7
Denmark,Europe,8.054,Europe,DNK,1987.0,,,,,31410000000.0,16050.7,,32360000000.0,748428000000.0,1261920000000.0,0.588098042,5127024.0,12.5,75.2,,,46.1,1922.0,3216.0,129.3,101.3,2.5,79.1,74.8
Denmark,Europe,8.191,Europe,DNK,1988.0,,,,,33890000000.0,16606.6,,35360000000.0,777844000000.0,1261750000000.0,0.614769085,5129517.0,12.5,76.1,,,44.1,1882.0,3249.0,135.8,101.9,2.5,81.3,74.9
Denmark,Europe,8.061,Europe,DNK,1989.0,,,,,33600000000.0,17358.5,,36430000000.0,821734000000.0,1269890000000.0,0.644110336,5132594.0,12.2,76.3,,,42.4,1862.0,3183.0,133.4,100.8,2.5,77.1,74.9
Denmark,Europe,8.038,Europe,DNK,1990.0,45170000000.0,55410000000.0,83430000000.0,45900000000.0,34180000000.0,18244.3,36360000000.0,33290000000.0,855557000000.0,1288630000000.0,0.661125157,5140939.0,12.3,76.7,,,44.6,1854.0,3161.0,130.0,103.4,2.5,70.1,74.9
Denmark,Europe,7.94,Europe,DNK,1991.0,45880000000.0,58570000000.0,86900000000.0,48900000000.0,34430000000.0,19074.6,42160000000.0,35940000000.0,890551000000.0,1306580000000.0,0.676960119,5154298.0,12.2,76.2,,,48.0,1821.0,3227.0,129.1,106.4,2.5,73.0,75.3
Denmark,Europe,7.956,Europe,DNK,1992.0,49810000000.0,60360000000.0,89500000000.0,50880000000.0,35540000000.0,19825.4,44360000000.0,39710000000.0,923014000000.0,1332150000000.0,0.691149486,5171370.0,12.5,75.3,,,49.2,1802.0,3338.0,141.0,104.2,2.5,80.6,75.3
Denmark,Europe,8.289,Europe,DNK,1993.0,51770000000.0,62230000000.0,96130000000.0,52920000000.0,37480000000.0,20230.0,50120000000.0,40840000000.0,928466000000.0,1332300000000.0,0.69984319,5189377.0,12.3,66.4,,,51.6,1756.0,3339.0,137.0,105.4,2.5,75.8,75.2
Denmark,Europe,8.077,Europe,DNK,1994.0,53990000000.0,64800000000.0,99530000000.0,62570000000.0,44260000000.0,21690.4,51590000000.0,44820000000.0,993287000000.0,1403340000000.0,0.713784166,5204994.0,12.5,61.7,,,51.9,1720.0,3315.0,134.1,104.4,2.5,77.1,75.5
Denmark,Europe,7.771,Europe,DNK,1995.0,56512000000.0,66249000000.0,100467000000.0,63932000000.0,45990000000.0,22697.2,54891000000.0,45509000000.0,1036480000000.0,1445830000000.0,0.72865661,5227861.0,12.7,67.5,,,50.4,1692.0,3395.0,140.3,108.3,2.5,71.6,75.3
Denmark,Europe,7.839,Europe,DNK,1996.0,59418000000.0,68691000000.0,105345000000.0,65377000000.0,48398000000.0,23741.4,50726000000.0,51005000000.0,1088020000000.0,1487760000000.0,0.744150033,5261503.0,12.7,73.7,,,48.3,1608.0,3294.0,133.7,105.7,2.5,76.1,75.7
Denmark,Europe,7.75,Europe,DNK,1997.0,61631000000.0,70079000000.0,107799000000.0,65986000000.0,49938000000.0,24928.3,48958000000.0,52972000000.0,1146130000000.0,1536270000000.0,0.76038863,5284220.0,12.6,93.0,,,53.4,1632.0,3365.0,128.9,104.3,2.5,85.7,76.1
Denmark,Europe,7.552,Europe,DNK,1998.0,66636000000.0,73316000000.0,112080000000.0,67516000000.0,51786000000.0,25814.7,45630000000.0,56563000000.0,1185990000000.0,1570350000000.0,0.774422753,5301304.0,12.1,76.7,,,50.6,1648.0,3395.0,134.1,107.9,2.5,80.5,76.5
Denmark,Europe,8.342,Europe,DNK,1999.0,68479000000.0,80170000000.0,118223000000.0,69245000000.0,52408000000.0,26653.8,46114000000.0,60226000000.0,1241520000000.0,1616640000000.0,0.793766245,5319111.0,12.1,94.6,,,49.5,1700.0,3332.0,131.7,103.5,2.5,92.6,76.6
Denmark,Europe,8.104,Europe,DNK,2000.0,68983000000.0,83454000000.0,125287000000.0,71436000000.0,54650000000.0,28663.7,46570000000.0,63188000000.0,1326910000000.0,1677220000000.0,0.816811478,5337344.0,12.2,103.2,,,53.7,1686.0,3313.0,134.0,99.9,2.5,89.3,76.9
Denmark,Europe,8.448,Europe,DNK,2001.0,72714000000.0,88982000000.0,132397000000.0,74531000000.0,58061000000.0,29443.0,46282000000.0,66962000000.0,1371530000000.0,1691020000000.0,0.835907508,5355082.0,12.0,93.8,,,52.0,1719.0,3335.0,135.5,107.6,2.5,89.6,77.0
Denmark,Europe,8.703,Europe,DNK,2002.0,77016000000.0,94239000000.0,136717000000.0,76820000000.0,61158000000.0,30640.3,48824000000.0,68481000000.0,1410270000000.0,1698910000000.0,0.856173556,5374255.0,11.8,164.3,,,57.6,1708.0,3373.0,130.6,107.3,2.5,94.9,77.1
Denmark,Europe,8.904,Europe,DNK,2003.0,79750000000.0,97807000000.0,139196000000.0,79964000000.0,64669000000.0,30821.9,51822000000.0,73470000000.0,1436750000000.0,1705540000000.0,0.873939827,5387174.0,12.0,138.1,,,57.7,1877.0,3343.0,130.1,103.4,2.5,99.6,77.4
Denmark,Europe,9.007,Europe,DNK,2004.0,83823000000.0,102661000000.0,144108000000.0,82536000000.0,67243000000.0,32938.9,53700000000.0,73888000000.0,1506000000000.0,1751040000000.0,0.884028212,5401177.0,11.8,135.0,,,57.9,1948.0,3382.0,133.4,105.6,2.5,102.6,77.8
Denmark,Europe,9.091,Europe,DNK,2005.0,84422000000.0,108392000000.0,150610000000.0,90208000000.0,69125000000.0,34150.2,48591000000.0,76044000000.0,1585980000000.0,1791960000000.0,0.900098206,5415978.0,11.8,136.4,,,50.8,1894.0,3414.0,137.5,115.6,2.5,97.7,78.3
Denmark,Europe,9.169,Europe,DNK,2006.0,88412000000.0,115987000000.0,156664000000.0,96624000000.0,71710000000.0,37332.0,40674000000.0,81546000000.0,1682260000000.0,1862080000000.0,0.917418088,5434567.0,11.6,127.0,,,54.0,1954.0,3407.0,130.9,112.9,2.5,99.6,78.4
Denmark,Europe,9.325,Europe,DNK,2007.0,86914000000.0,125931000000.0,157356000000.0,102672000000.0,75532000000.0,39011.1,35226000000.0,80479000000.0,1738850000000.0,1879010000000.0,0.932952415,5457415.0,11.6,111.1,,,62.7,1875.0,3445.0,130.4,110.6,2.5,97.2,78.4
Denmark,Europe,9.511,Europe,DNK,2008.0,93100000000.0,133654000000.0,169125000000.0,107649000000.0,80508000000.0,41278.3,32258000000.0,84589000000.0,1801470000000.0,1869390000000.0,0.964824569,5489022.0,11.3,111.0,,,53.5,1855.0,3326.0,127.2,109.3,2.5,100.1,78.8
Denmark,Europe,10.674,Europe,DNK,2009.0,100816000000.0,143278000000.0,181621000000.0,113235000000.0,83777000000.0,40331.8,40171000000.0,90140000000.0,1722140000000.0,1777670000000.0,0.977412731,5519441.0,10.6,122.0,,,52.4,1832.0,3340.0,131.3,103.9,2.5,116.9,79.0
Denmark,Europe,10.591,Europe,DNK,2010.0,107006000000.0,145017000000.0,190984000000.0,120898000000.0,86940000000.0,43000.9,45311000000.0,91757000000.0,1810930000000.0,1810930000000.0,1.0,5543819.0,10.8,81.3,,,54.4,1783.0,3365.0,126.8,109.5,2.5,111.4,79.3
Denmark,Europe,10.388,Europe,DNK,2011.0,107390000000.0,144911000000.0,192325000000.0,127856000000.0,86697000000.0,44403.4,44145000000.0,89023000000.0,1846850000000.0,1835130000000.0,1.027586823,5566856.0,11.0,77.3,,,56.8,1587.0,3334.0,129.9,104.3,2.5,110.7,79.9
Denmark,Europe,10.506,Europe,DNK,2012.0,110747000000.0,150051000000.0,196471000000.0,134433000000.0,87408000000.0,44804.0,44325000000.0,88026000000.0,1895000000000.0,1839290000000.0,1.05222748,5587085.0,9.8,59.0,,,55.5,1543.0,3337.0,129.1,109.2,2.5,98.9,80.2
Denmark,Europe,10.31,Europe,DNK,2013.0,112021000000.0,151916000000.0,195245000000.0,140199000000.0,88185000000.0,46726.9,42474000000.0,89623000000.0,1929680000000.0,1856460000000.0,1.06053031,5608784.0,10.0,59.0,,,56.2,1553.0,3363.0,131.4,111.1,2.5,96.7,80.4
Denmark,Europe,10.292,Europe,DNK,2014.0,119047000000.0,155853000000.0,194747000000.0,146395000000.0,88402000000.0,47901.4,39160000000.0,88925000000.0,1981170000000.0,1886520000000.0,1.066511919,5639719.0,10.1,58.9,,,54.8,1260.0,3355.0,131.4,108.7,2.5,97.5,80.7
Denmark,Europe,10.328,Europe,DNK,2015.0,120355000000.0,160165000000.0,196642000000.0,151719000000.0,88498000000.0,49045.3,35187000000.0,88199000000.0,2036360000000.0,1930710000000.0,1.071332917,5678348.0,9.9,58.0,,,54.9,1283.0,3342.0,131.4,109.6,2.5,93.4,80.8
Denmark,Europe,10.237,Europe,DNK,2016.0,118320000000.0,164185000000.0,199814000000.0,155994000000.0,88403000000.0,51976.0,31359000000.0,89115000000.0,2107810000000.0,1993380000000.0,1.074011249,5724456.0,10.0,56.9,,,54.9,1272.0,3368.0,133.7,114.3,2.5,97.4,80.9
Denmark,Europe,10.098,Europe,DNK,2017.0,119308000000.0,168309000000.0,204109000000.0,160994000000.0,90045000000.0,55356.7,30084000000.0,90647000000.0,2192960000000.0,2049630000000.0,1.086331578,5760694.0,9.7,59.6,,,55.3,1339.0,3397.0,133.2,115.6,2.5,101.4,81.1
Denmark,Europe,10.098,Europe,DNK,2018.0,121180000000.0,172572000000.0,209293000000.0,166464000000.0,91956000000.0,57483.0,26842000000.0,92019000000.0,2253320000000.0,2090410000000.0,1.095170074,5789957.0,9.7,61.7,,,56.0,1113.0,3402.0,136.9,118.0,2.45,104.2,81.0
