country,region,health_exp_pct_gdp,continent,iso3,year,education_exp,public_health_exp,wages_exp,pensions_exp,sickness_disability_exp,gdp_per_capita,unemployment_exp,family_children_exp,gdp,gdpv,cpi,total_population,alcohol_consume,fruit_supply,obese_pop_measured,overweight_pop_measured,sugar_supply,tobacco_consumption,total_calories_supply,total_fat_supply,total_protein_supply,vape_pop_15_over,veggie_supply,life_expectancy
Greece,Europe,,Europe,GRC,1976.0,,,,,,5944.2,,,3755796244.0,116080000000.0,,9167190.0,11.0,117.9,,,31.0,3284.0,3324.0,121.0,106.2,1.8,205.2,74.5
Greece,Europe,,Europe,GRC,1977.0,,,,,,6415.7,,,4398034464.0,119494000000.0,,9308479.0,10.9,105.0,,,31.9,3284.0,3340.0,123.4,104.4,1.8,214.3,74.7
Greece,Europe,,Europe,GRC,1978.0,,,,,,7268.7,,,5367102194.0,128153000000.0,,9429959.0,11.4,100.8,,,33.0,3284.0,3341.0,123.1,106.8,1.8,266.4,75.3
Greece,Europe,,Europe,GRC,1979.0,,,,,,8029.6,,,6660260097.0,132359000000.0,,9548258.0,11.6,95.0,,,34.1,3284.0,3338.0,123.5,106.8,1.8,261.7,75.5
Greece,Europe,,Europe,GRC,1980.0,,,,,,8727.9,18587384.0,,7995432890.0,133256000000.0,,9642505.0,13.2,122.6,,,26.8,3284.0,3195.0,121.8,103.0,1.8,240.8,75.3
Greece,Europe,,Europe,GRC,1981.0,,,,,,9322.4,26454024.0,,9572333971.0,131185000000.0,,9729350.0,12.0,155.4,,,32.1,3284.0,3368.0,123.2,105.7,1.8,284.3,75.7
Greece,Europe,,Europe,GRC,1982.0,,,,,,9725.4,34959698.0,,12039304092.0,129699000000.0,,9789513.0,11.0,132.4,,,32.6,3284.0,3406.0,126.4,108.3,1.8,255.2,75.9
Greece,Europe,,Europe,GRC,1983.0,,,,,,9939.1,42977785.0,,14364244996.0,128300000000.0,,9846627.0,11.8,147.6,,,32.8,3284.0,3433.0,130.1,108.3,1.8,248.5,75.7
Greece,Europe,,Europe,GRC,1984.0,,,,,,10452.9,54436066.0,,17864771743.0,130880000000.0,,9895801.0,11.6,152.5,,,34.0,3469.0,3550.0,135.6,111.2,1.8,293.3,76.2
Greece,Europe,,Europe,GRC,1985.0,,,,,,11011.4,71473270.0,,21797339732.0,134164000000.0,,9934294.0,10.9,138.4,,,34.9,3531.0,3511.0,138.0,109.4,1.8,301.0,76.0
Greece,Europe,,Europe,GRC,1986.0,,,,,,11254.0,100700000.0,,26047255348.0,134859000000.0,,9967264.0,8.9,128.2,,,34.7,3600.0,3338.0,130.5,106.0,1.8,237.5,76.4
Greece,Europe,,Europe,GRC,1987.0,,,,,,11233.9,105400000.0,,29342045299.0,131813000000.0,,10000644.0,9.8,131.1,,,35.4,3489.0,3461.0,134.4,109.4,1.8,236.4,76.2
Greece,Europe,5.484,Europe,GRC,1988.0,,,,,,12085.2,114600000.0,,35704263826.0,137465000000.0,,10037037.0,10.1,177.5,,,34.6,3307.0,3544.0,138.0,109.4,1.8,263.3,76.8
Greece,Europe,6.013,Europe,GRC,1989.0,,,,,,12968.2,165900000.0,,42434493957.0,142688000000.0,,10089550.0,10.2,167.9,,,36.9,3182.0,3630.0,141.7,113.6,1.8,269.0,77.0
Greece,Europe,6.07,Europe,GRC,1990.0,,,,,,13312.1,216800000.0,,51214444358.0,142688000000.0,,10196801.0,10.3,165.7,,,31.9,3040.0,3540.0,138.8,111.8,1.8,259.2,77.1
Greece,Europe,5.923,Europe,GRC,1991.0,,,,,,14019.5,321200000.0,,63250434433.0,147112000000.0,,10319928.0,10.2,142.2,,,30.7,2937.0,3538.0,141.1,112.6,1.8,300.4,77.3
Greece,Europe,6.48,Europe,GRC,1992.0,,,,,,14329.5,335300000.0,,73119023996.0,148141000000.0,,10399058.0,10.0,169.9,,,32.5,2594.0,3605.0,146.3,112.5,1.8,255.1,77.2
Greece,Europe,7.271,Europe,GRC,1993.0,,,,,,14349.9,333400000.0,,82330476171.0,145771000000.0,,10460409.0,10.7,171.1,,,30.8,2440.0,3546.0,140.3,112.1,1.8,262.1,77.6
Greece,Europe,7.978,Europe,GRC,1994.0,,,,,,14874.6,396300000.0,,93367309981.0,148687000000.0,,10512924.0,10.4,179.4,,,31.6,3406.0,3580.0,145.6,113.1,1.8,270.7,77.8
Greece,Europe,7.974,Europe,GRC,1995.0,2627000000.0,4074000000.0,8649000000.0,,1308000000.0,15433.3,,484300000.0,104662000000.0,151809000000.0,,10562160.0,10.1,143.7,,,31.4,3230.0,3515.0,145.7,113.3,1.8,274.4,77.8
Greece,Europe,7.878,Europe,GRC,1996.0,3114000000.0,4440000000.0,9067000000.0,,1437000000.0,16150.0,,523700000.0,114908000000.0,156154000000.0,,10608801.0,9.7,141.8,,,30.5,3308.0,3510.0,145.4,113.0,1.8,278.4,77.9
Greece,Europe,7.694,Europe,GRC,1997.0,3826000000.0,4839000000.0,10033000000.0,,1594000000.0,17155.9,,540100000.0,126354000000.0,163156000000.0,,10661264.0,9.5,141.5,,,27.1,3400.0,3515.0,146.9,113.4,1.8,262.5,78.4
Greece,Europe,7.578,Europe,GRC,1998.0,3901000000.0,5685000000.0,10853000000.0,,1769000000.0,18034.3,,620200000.0,129057000000.0,169511000000.0,,10720507.0,9.0,139.0,,,31.8,3189.0,3535.0,147.7,112.1,1.8,268.3,78.3
Greece,Europe,7.762,Europe,GRC,1999.0,4191000000.0,6581000000.0,11746000000.0,15350000000.0,1951000000.0,18464.8,637200000.0,578800000.0,139945000000.0,174719000000.0,,10761698.0,9.5,179.3,,,32.3,3462.0,3625.0,148.0,116.2,1.8,277.2,78.5
Greece,Europe,7.243,Europe,GRC,2000.0,4593000000.0,7017000000.0,12274000000.0,16170000000.0,2120000000.0,19519.9,681200000.0,698200000.0,142976000000.0,181567000000.0,,10805806.0,8.6,164.8,,,33.0,3488.0,3602.0,141.5,120.8,1.8,288.1,78.6
Greece,Europe,7.988,Europe,GRC,2001.0,4653000000.0,8762000000.0,14615000000.0,14953000000.0,2307000000.0,20958.8,1087000000.0,930000000.0,152194000000.0,189069000000.0,,10862129.0,8.8,171.0,,,34.5,3663.0,3614.0,142.2,115.3,1.8,281.8,79.1
Greece,Europe,8.234,Europe,GRC,2002.0,5250000000.0,9038000000.0,16278000000.0,16152000000.0,2527000000.0,22616.0,1200000000.0,936000000.0,163461000000.0,196486000000.0,,10902022.0,8.2,166.1,,,34.4,3481.0,3639.0,146.9,113.9,1.8,263.2,79.2
Greece,Europe,8.449,Europe,GRC,2003.0,6203000000.0,9832000000.0,17194000000.0,18740000000.0,2695000000.0,23897.8,1135000000.0,1083000000.0,178905000000.0,207872000000.0,,10928072.0,8.9,150.8,,,35.1,3538.0,3651.0,147.0,117.8,1.8,288.3,79.3
Greece,Europe,8.094,Europe,GRC,2004.0,6506000000.0,9909000000.0,21672000000.0,19284000000.0,2933000000.0,25460.6,1498000000.0,1182000000.0,193716000000.0,218392000000.0,,10955142.0,9.1,184.9,,,36.5,3741.0,3719.0,148.5,117.3,1.8,302.4,79.4
Greece,Europe,8.565,Europe,GRC,2005.0,7088000000.0,11560000000.0,19926000000.0,21506000000.0,3044000000.0,25577.5,1454000000.0,1367000000.0,199242000000.0,219700000000.0,,10987316.0,9.2,171.0,,,34.0,3639.0,3593.0,149.2,114.5,1.8,262.8,79.6
Greece,Europe,8.259,Europe,GRC,2006.0,7435000000.0,12763000000.0,22206000000.0,24566000000.0,3266000000.0,28547.3,1505000000.0,1365000000.0,217862000000.0,232119000000.0,,11020366.0,8.7,151.9,,,28.6,3503.0,3485.0,148.2,113.6,1.8,237.9,79.9
Greece,Europe,8.398,Europe,GRC,2007.0,7824000000.0,13805000000.0,25120000000.0,26846000000.0,3485000000.0,29324.0,1843000000.0,1482000000.0,232695000000.0,239718000000.0,,11048466.0,8.9,158.1,,,31.4,3674.0,3511.0,149.3,115.1,1.8,241.6,79.7
Greece,Europe,8.828,Europe,GRC,2008.0,8533000000.0,15407000000.0,25370000000.0,31442000000.0,3651000000.0,30856.0,1733000000.0,1746000000.0,241990000000.0,238914000000.0,,11077839.0,8.7,140.3,,,31.1,3144.0,3519.0,152.5,111.9,1.8,230.5,80.2
Greece,Europe,9.407,Europe,GRC,2009.0,8795000000.0,16005000000.0,28571000000.0,33064000000.0,3892000000.0,30359.5,2278000000.0,2219000000.0,237534000000.0,228639000000.0,,11107017.0,8.3,145.8,,,27.6,2014.0,3505.0,153.9,113.3,1.8,246.3,80.4
Greece,Europe,9.597,Europe,GRC,2010.0,8422000000.0,15395000000.0,24210000000.0,32522000000.0,3767000000.0,27911.7,2170000000.0,2095000000.0,224124000000.0,216113000000.0,,11121344.0,8.3,117.0,,,35.9,1746.9,3442.0,152.8,111.8,1.8,219.7,80.6
Greece,Europe,9.193,Europe,GRC,2011.0,8314000000.0,13316000000.0,21184000000.0,32799000000.0,3675000000.0,25671.5,2285000000.0,1369000000.0,203308000000.0,194179000000.0,,11104900.0,7.5,124.7,,,31.7,1524.6,3425.0,154.3,108.8,1.8,237.7,80.8
Greece,Europe,8.924,Europe,GRC,2012.0,7759000000.0,11261000000.0,20613000000.0,32755000000.0,3426000000.0,24911.1,1422000000.0,1232000000.0,188381000000.0,180418000000.0,,11045010.0,7.6,119.6,,,34.9,1404.2,3401.0,149.1,107.5,1.8,227.7,80.7
Greece,Europe,8.438,Europe,GRC,2013.0,7143000000.0,9613000000.0,18323000000.0,28753000000.0,2688000000.0,25986.7,1344000000.0,1260000000.0,179884000000.0,175879000000.0,,10965209.0,7.6,126.0,,,33.2,1444.1,3397.0,147.0,108.0,1.8,224.3,81.4
Greece,Europe,7.891,Europe,GRC,2014.0,6772000000.0,8402000000.0,19318000000.0,29596000000.0,2831000000.0,26625.1,797000000.0,1277000000.0,177236000000.0,176715000000.0,,10892415.0,7.1,109.9,,,29.3,1361.4,3439.0,152.2,109.1,1.8,161.5,81.5
Greece,Europe,8.22,Europe,GRC,2015.0,6457000000.0,8601000000.0,19701000000.0,30040000000.0,2816000000.0,26760.4,865000000.0,1160000000.0,176369000000.0,176369000000.0,,10820883.0,6.7,114.2,,,29.2,1325.4,3396.0,148.2,106.2,1.8,169.0,81.1
Greece,Europe,8.449,Europe,GRC,2016.0,6348000000.0,9168000000.0,19309000000.0,30298000000.0,2619000000.0,27511.8,833000000.0,1147000000.0,174494000000.0,175510000000.0,,10775966.0,6.7,95.8,,,29.2,1170.9,3336.0,147.5,105.1,1.8,163.3,81.5
Greece,Europe,8.135,Europe,GRC,2017.0,6285000000.0,9384000000.0,19321000000.0,28191000000.0,2771000000.0,28604.9,857000000.0,1200000000.0,176903000000.0,177427000000.0,,10754679.0,6.7,113.0,,,33.6,1107.7,3373.0,149.0,106.0,1.8,154.9,81.4
Greece,Europe,8.12,Europe,GRC,2018.0,6501000000.0,9442000000.0,18415000000.0,27607000000.0,2760000000.0,29617.5,957000000.0,1562000000.0,179558000000.0,180387000000.0,,10732877.0,6.5,123.3,,,32.8,1070.1,3367.0,153.5,109.7,1.8,156.6,81.9
Greece,Europe,8.198,Europe,GRC,2019.0,6490000000.0,10173000000.0,18449000000.0,28144000000.0,2949000000.0,31155.9,1091000000.0,1641000000.0,183250000000.0,183640000000.0,,10721584.0,6.3,139.1,,,33.8,959.8,3382.0,161.7,106.3,1.8,147.5,81.7
Greece,Europe,9.504,Europe,GRC,2020.0,6530000000.0,10717000000.0,18746000000.0,27884000000.0,2775000000.0,28416.5,1498000000.0,1676000000.0,165326000000.0,167077000000.0,,10698597.0,6.3,143.2,,,38.3,871.6,3337.0,155.7,102.6,1.8,157.6,81.4
Greece,Europe,9.173,Europe,GRC,2021.0,6578000000.0,11665000000.0,19387000000.0,29037000000.0,2963000000.0,31508.0,1163000000.0,1997000000.0,182830000000.0,181005000000.0,,10569211.0,6.3,143.2,,,38.3,807.7,3337.0,155.7,102.6,1.8,157.6,80.2
Hungary,Europe,,Europe,HUN,1960.0,,,,,,,,,,,,9983514.0,8.2,58.1,13.2,32.6,30.1,2410.0,2870.0,88.9,85.0,0.6,89.8,68.1
Hungary,Europe,,Europe,HUN,1961.0,,,,,,,,,,,,10027958.0,8.1,58.1,13.2,32.6,30.1,2398.0,2870.0,88.9,85.0,0.6,89.8,69.0
Hungary,Europe,,Europe,HUN,1962.0,,,,,,,,,,,,10060823.0,8.2,58.8,13.2,32.6,30.7,2386.0,3052.0,89.4,91.8,0.6,90.4,67.9
Hungary,Europe,,Europe,HUN,1963.0,,,,,,,,,,,,10087948.0,8.6,57.2,13.2,32.6,31.5,2374.0,3076.0,91.6,91.4,0.6,105.6,69.0
Hungary,Europe,,Europe,HUN,1964.0,,,,,,,,,,,,10119834.0,9.6,56.9,13.2,32.6,32.6,2362.0,3052.0,92.4,90.4,0.6,90.2,69.5
Hungary,Europe,,Europe,HUN,1965.0,,,,,,,,,,,,10147932.0,8.9,49.6,13.2,32.6,32.8,2350.0,3092.0,92.3,93.0,0.6,84.0,69.2
Hungary,Europe,,Europe,HUN,1966.0,,,,,,,,,,,,10178653.0,8.9,58.3,13.2,32.6,34.3,2460.0,3284.0,94.1,96.1,0.6,91.8,69.9
Hungary,Europe,,Europe,HUN,1967.0,,,,,,,,,,,,10216607.0,9.7,62.2,13.2,32.6,35.0,2705.0,3126.0,98.6,92.0,0.6,95.7,69.5
Hungary,Europe,,Europe,HUN,1968.0,,,,,,,,,,,,10255807.0,9.9,63.9,13.2,32.6,34.6,2690.0,3159.0,104.0,92.0,0.6,95.4,69.3
Hungary,Europe,,Europe,HUN,1969.0,,,,,,,,,,,,10298722.0,11.1,64.8,13.2,32.6,37.4,2800.0,3233.0,98.6,96.2,0.6,101.2,69.4
Hungary,Europe,,Europe,HUN,1970.0,,,,,,,,,,,,10337912.0,11.5,67.7,13.2,32.6,36.6,2780.0,3250.0,107.6,95.5,0.6,95.2,69.2
Hungary,Europe,,Europe,HUN,1971.0,,,,,,,,,,,,10367535.0,11.9,65.0,13.2,32.6,37.7,2885.0,3269.0,107.6,95.4,0.6,96.7,69.1
Hungary,Europe,,Europe,HUN,1972.0,,,,,,,,,,,,10398491.0,11.9,64.2,13.2,32.6,38.8,2880.0,3204.0,105.5,94.9,0.6,97.7,69.8
Hungary,Europe,,Europe,HUN,1973.0,,,,,,,,,,,,10432053.0,11.9,67.1,13.2,32.6,40.5,2750.0,3258.0,109.6,95.4,0.6,98.7,69.6
Hungary,Europe,,Europe,HUN,1974.0,,,,,,,,,,,,10478720.0,11.8,67.3,13.2,32.6,41.2,2750.0,3375.0,114.0,100.0,0.6,101.3,69.3
Hungary,Europe,,Europe,HUN,1975.0,,,,,,,,,,,,10540523.0,12.6,65.1,13.2,32.6,43.2,2890.0,3380.0,116.5,99.3,0.6,100.4,69.4
Hungary,Europe,,Europe,HUN,1976.0,,,,,,,,,,,,10598674.0,13.5,64.4,13.2,32.6,34.8,2900.0,3290.0,115.5,100.7,0.6,98.5,69.7
Hungary,Europe,,Europe,HUN,1977.0,,,,,,,,,,,,10648028.0,14.4,66.6,13.2,32.6,38.3,2910.0,3279.0,112.8,97.5,0.6,103.2,69.9
Hungary,Europe,,Europe,HUN,1978.0,,,,,,,,,,,,10684829.0,14.6,69.3,13.2,32.6,39.9,3050.0,3317.0,111.7,99.8,0.6,96.4,69.4
Hungary,Europe,,Europe,HUN,1979.0,,,,,,,,,,,,10704148.0,14.1,65.5,13.2,32.6,37.3,2935.0,3270.0,119.1,98.0,0.6,103.3,69.7
Hungary,Europe,,Europe,HUN,1980.0,,,,,,,,,,,0.029904246,10711126.0,14.9,67.7,13.2,32.6,41.3,3005.0,3377.0,119.4,102.3,0.6,92.1,69.1
Hungary,Europe,,Europe,HUN,1981.0,,,,,,,,,,,0.031298205,10711853.0,14.8,65.1,13.2,32.6,38.7,2974.0,3394.0,125.3,101.6,0.6,90.3,69.2
Hungary,Europe,,Europe,HUN,1982.0,,,,,,,,,,,0.03343769,10705537.0,14.8,68.9,13.2,32.6,41.5,2833.0,3411.0,128.1,101.4,0.6,88.2,69.4
Hungary,Europe,,Europe,HUN,1983.0,,,,,,,,,,,0.035871918,10689467.0,14.5,66.7,13.2,32.6,39.0,2777.0,3422.0,132.3,102.8,0.6,86.5,69.0
Hungary,Europe,,Europe,HUN,1984.0,,,,,,,,,,,0.038909502,10668092.0,14.9,65.3,13.2,32.6,37.6,2802.0,3393.0,124.9,103.7,0.6,83.5,69.1
Hungary,Europe,,Europe,HUN,1985.0,,,,,,,,,,,0.041610732,10648715.0,14.7,63.8,13.2,32.6,39.1,2705.0,3422.0,132.2,104.3,0.6,90.3,69.1
Hungary,Europe,,Europe,HUN,1986.0,,,,,,,,,,,0.043812633,10630565.0,14.5,65.7,13.2,32.6,39.5,2775.0,3440.0,134.7,105.2,0.6,90.3,69.3
Hungary,Europe,,Europe,HUN,1987.0,,,,,,,,,,,0.04761308,10612743.0,13.5,64.9,13.2,32.6,44.1,2676.0,3600.0,144.1,107.7,0.6,96.9,69.8
Hungary,Europe,,Europe,HUN,1988.0,,,,,,,,,,,0.055099544,10596489.0,13.1,65.9,13.2,32.6,37.7,2672.0,3531.0,139.6,106.9,0.6,96.9,70.2
Hungary,Europe,,Europe,HUN,1989.0,,,,,,,,,,,0.064548648,10481717.0,14.1,66.3,13.928571428571427,32.62857142857143,43.7,2711.0,3496.0,142.0,103.8,0.6,91.7,69.5
Hungary,Europe,,Europe,HUN,1990.0,,,,,,,,,,,0.082860837,10373987.0,13.9,66.3,14.657142857142857,32.65714285714286,43.3,2507.0,3380.0,135.9,97.9,0.6,92.9,69.4
Hungary,Europe,6.357,Europe,HUN,1991.0,,,,,,8325.6,,,2597310000000.0,21992700000000.0,0.111710944,10373398.0,13.3,64.7,15.385714285714286,32.68571428571429,39.9,2242.0,3205.0,125.4,95.2,0.6,94.5,69.4
Hungary,Europe,6.845,Europe,HUN,1992.0,,,,,,8257.6,70590000000.0,,3059260000000.0,21318800000000.0,0.138136969,10369339.0,13.0,69.0,16.114285714285714,32.714285714285715,45.2,2105.0,3282.0,134.2,93.8,0.6,90.4,69.2
Hungary,Europe,6.91,Europe,HUN,1993.0,,,,,,8414.2,78920000000.0,,3688850000000.0,21196000000000.0,0.169168391,10357518.0,13.1,71.8,16.84285714285714,32.74285714285715,40.2,1971.0,3105.0,132.9,89.0,0.6,88.1,69.2
Hungary,Europe,7.385,Europe,HUN,1994.0,,,,,,8859.3,61330000000.0,,4537750000000.0,21820700000000.0,0.201087217,10343359.0,12.9,67.3,17.57142857142857,32.77142857142857,39.3,1963.0,3026.0,128.0,86.2,0.6,87.0,69.6
Hungary,Europe,6.725,Europe,HUN,1995.0,299496000000.0,305686000000.0,611135000000.0,467691000000.0,158011000000.0,9192.6,69544000000.0,168224000000.0,5836480000000.0,22145700000000.0,0.258005888,10328967.0,12.2,53.8,18.3,32.800000000000004,42.8,1833.0,2949.0,125.3,81.4,0.6,98.5,70.0
Hungary,Europe,6.643,Europe,HUN,1996.0,351234000000.0,362696000000.0,669184000000.0,518394000000.0,178200000000.0,9352.3,70973000000.0,164113000000.0,7122310000000.0,22163900000000.0,0.318557371,10311235.0,12.5,63.4,19.02857142857143,32.82857142857143,45.6,1704.0,2928.0,124.3,78.0,0.6,94.1,70.6
Hungary,Europe,6.304,Europe,HUN,1997.0,432951000000.0,437026000000.0,833254000000.0,635710000000.0,200050000000.0,9824.8,67348000000.0,181201000000.0,8834560000000.0,22860600000000.0,0.376869544,10290475.0,12.3,58.6,19.757142857142856,32.85714285714286,45.7,1820.0,3008.0,123.2,83.0,0.6,104.7,71.1
Hungary,Europe,6.675,Europe,HUN,1998.0,481650000000.0,520491000000.0,991369000000.0,811607000000.0,218861000000.0,10398.3,88009000000.0,226340000000.0,10442800000000.0,23752200000000.0,0.430210866,10266571.0,12.2,64.0,20.485714285714288,32.885714285714286,47.8,1935.0,3008.0,126.3,81.9,0.6,103.5,71.0
Hungary,Europe,6.884,Europe,HUN,1999.0,535242000000.0,555372000000.0,1167320000000.0,767853000000.0,368180000000.0,10873.2,87872000000.0,259013000000.0,11637500000000.0,24481600000000.0,0.473222247,10237527.0,12.2,69.1,21.214285714285715,32.91428571428572,43.4,2050.0,2999.0,123.9,83.7,0.6,96.3,71.1
Hungary,Europe,6.778,Europe,HUN,2000.0,622206000000.0,661674000000.0,1296100000000.0,870325000000.0,392991000000.0,11855.5,82447000000.0,270041000000.0,13324100000000.0,25578200000000.0,0.5196151,10210965.0,12.0,67.6,21.942857142857143,32.94285714285714,38.2,1802.0,3172.0,134.5,91.2,0.6,113.4,71.9
Hungary,Europe,6.826,Europe,HUN,2001.0,719701000000.0,722975000000.0,1574110000000.0,1008920000000.0,498661000000.0,13210.5,73813000000.0,291733000000.0,15398700000000.0,26620200000000.0,0.566987417,10187578.0,13.2,58.7,22.67142857142857,32.971428571428575,37.9,1795.0,3094.0,129.4,88.8,0.6,106.7,72.5
Hungary,Europe,7.121,Europe,HUN,2002.0,853115000000.0,888171000000.0,1865900000000.0,1202950000000.0,592755000000.0,14526.4,80655000000.0,331069000000.0,17433900000000.0,27882400000000.0,0.596841846,10158610.0,13.3,65.6,23.4,33.0,37.2,1790.0,3075.0,136.0,89.1,0.6,106.6,72.6
Hungary,Europe,8.121,Europe,HUN,2003.0,1067970000000.0,1044360000000.0,2085840000000.0,1310730000000.0,679437000000.0,15479.0,87773000000.0,402641000000.0,19130000000000.0,29018400000000.0,0.624660745,10129554.0,13.2,74.6,24.12857142857143,33.02857142857143,37.6,1786.0,3061.0,129.2,87.3,0.6,109.0,72.6
Hungary,Europe,7.758,Europe,HUN,2004.0,1099780000000.0,1106140000000.0,2246750000000.0,1471650000000.0,740941000000.0,16268.9,99939000000.0,392227000000.0,21110100000000.0,30470600000000.0,0.666790032,10107140.0,13.2,84.6,24.857142857142858,33.05714285714286,37.8,1662.0,3192.0,133.7,90.6,0.6,120.9,73.0
Hungary,Europe,7.985,Europe,HUN,2005.0,1170580000000.0,1203010000000.0,2374240000000.0,1659920000000.0,787446000000.0,17108.3,113432000000.0,420534000000.0,22595000000000.0,31779100000000.0,0.690537873,10087064.0,13.0,80.9,25.585714285714285,33.08571428571429,36.0,1657.0,3270.0,138.4,90.6,0.6,108.0,73.0
Hungary,Europe,7.778,Europe,HUN,2006.0,1215350000000.0,1255480000000.0,2591380000000.0,1841140000000.0,842900000000.0,18382.6,118419000000.0,532829000000.0,24345400000000.0,33033200000000.0,0.717678263,10071374.0,13.2,93.7,26.314285714285717,33.114285714285714,37.1,1771.0,3278.0,139.1,90.4,0.6,128.9,73.5
Hungary,Europe,7.204,Europe,HUN,2007.0,1185110000000.0,1182510000000.0,2734000000000.0,2052230000000.0,888727000000.0,19096.7,145098000000.0,574967000000.0,25741900000000.0,33124800000000.0,0.774796447,10055778.0,12.6,73.6,27.042857142857144,33.142857142857146,35.0,1767.0,3164.0,139.6,87.3,0.6,113.9,73.6
Hungary,Europe,7.088,Europe,HUN,2008.0,1224920000000.0,1268770000000.0,3108420000000.0,2280940000000.0,949263000000.0,20721.5,168843000000.0,626691000000.0,27249900000000.0,33457300000000.0,0.82161362,10038186.0,11.8,62.0,27.771428571428572,33.17142857142857,35.9,1881.0,3149.0,139.1,86.5,0.6,115.0,74.2
Hungary,Europe,7.222,Europe,HUN,2009.0,1190680000000.0,1321480000000.0,3091080000000.0,2213390000000.0,962072000000.0,20722.9,185076000000.0,634187000000.0,26520800000000.0,31249900000000.0,0.856217617,10022647.0,11.5,82.2,28.5,33.2,34.3,1878.0,3140.0,136.7,85.1,0.6,105.0,74.4
Hungary,Europe,7.449,Europe,HUN,2010.0,1167130000000.0,1281130000000.0,3086940000000.0,2235220000000.0,1025470000000.0,21741.5,214359000000.0,688634000000.0,27485100000000.0,31586200000000.0,0.897791759,10000020.0,10.8,61.4,28.8,33.02,34.4,1641.0,3062.0,136.7,81.5,0.6,68.5,74.7
Hungary,Europe,7.481,Europe,HUN,2011.0,1128040000000.0,1348180000000.0,3036200000000.0,2365190000000.0,1029640000000.0,23029.4,199904000000.0,677210000000.0,28538200000000.0,32175900000000.0,0.933074266,9958824.0,11.4,47.9,29.1,32.84,35.6,1755.0,3064.0,136.0,81.9,0.6,91.9,75.1
Hungary,Europe,7.411,Europe,HUN,2012.0,1091510000000.0,1363460000000.0,3020960000000.0,2538600000000.0,996422000000.0,23267.4,137362000000.0,634015000000.0,28996600000000.0,31773600000000.0,0.985812978,9920364.0,11.1,62.3,29.4,32.66,35.4,1754.0,3009.0,132.7,80.7,0.6,80.2,75.3
Hungary,Europe,7.234,Europe,HUN,2013.0,1092510000000.0,1429370000000.0,3281720000000.0,2666080000000.0,1006150000000.0,24548.0,134537000000.0,635220000000.0,30351900000000.0,32346300000000.0,1.002899087,9893083.0,10.6,48.0,29.7,32.48,34.8,1636.0,3037.0,137.6,78.8,0.6,78.2,75.8
Hungary,Europe,7.047,Europe,HUN,2014.0,1295630000000.0,1450430000000.0,3622520000000.0,2707970000000.0,1002250000000.0,25691.5,145016000000.0,633555000000.0,32804700000000.0,33715300000000.0,1.000616827,9866466.0,10.9,69.0,30.0,32.3,40.5,1520.0,3110.0,138.1,83.1,0.6,90.7,76.0
Hungary,Europe,6.854,Europe,HUN,2015.0,1373880000000.0,1581710000000.0,3856570000000.0,2750220000000.0,1004420000000.0,26798.9,113554000000.0,641735000000.0,34965200000000.0,34965200000000.0,1.0,9843025.0,10.8,62.2,30.64,32.72,41.6,1637.0,3222.0,147.8,85.1,0.8799999999999999,93.8,75.7
Hungary,Europe,6.988,Europe,HUN,2016.0,1413250000000.0,1649250000000.0,3996620000000.0,2837950000000.0,983668000000.0,27941.9,104882000000.0,658905000000.0,36206700000000.0,35734800000000.0,1.003947693,9814026.0,11.1,59.7,31.28,33.14,40.9,1521.0,3251.0,149.6,87.1,1.16,91.1,76.2
Hungary,Europe,6.744,Europe,HUN,2017.0,1494530000000.0,1744660000000.0,4630150000000.0,2941510000000.0,996332000000.0,29496.2,110826000000.0,700871000000.0,39274800000000.0,37261400000000.0,1.027522823,9787969.0,10.7,59.6,31.92,33.559999999999995,40.6,1404.0,3290.0,152.0,88.5,1.44,87.5,76.0
Hungary,Europe,6.58,Europe,HUN,2018.0,1585480000000.0,1880530000000.0,5055880000000.0,3127150000000.0,1008080000000.0,31908.9,90586000000.0,782585000000.0,43386700000000.0,39259500000000.0,1.056809771,9775566.0,11.4,63.4,32.56,33.98,40.2,1521.0,3350.0,157.6,89.9,1.7199999999999998,91.9,76.2
Hungary,Europe,6.282,Europe,HUN,2019.0,1679180000000.0,1973940000000.0,5926720000000.0,3288220000000.0,1032310000000.0,34645.6,104053000000.0,796627000000.0,47674200000000.0,41169100000000.0,1.092092277,9771142.0,10.7,74.2,33.2,34.4,52.1,1521.0,3388.0,148.8,90.7,2.0,89.7,76.5
Hungary,Europe,7.288,Europe,HUN,2020.0,1667360000000.0,2473980000000.0,5897840000000.0,3413990000000.0,1064900000000.0,34169.9,144148000000.0,845810000000.0,48425400000000.0,39301900000000.0,1.12842339,9750153.0,10.4,68.3,33.2,34.4,55.3,1521.0,3352.0,151.3,87.4,2.0,86.9,75.7
Hungary,Europe,7.376,Europe,HUN,2021.0,2000850000000.0,2727100000000.0,6435530000000.0,3901270000000.0,1114300000000.0,36773.3,115696000000.0,899406000000.0,55255100000000.0,42131600000000.0,1.186096718,9709893.0,10.4,68.3,33.2,34.4,55.3,1521.0,3352.0,151.3,87.4,2.0,86.9,74.3
Ireland,Europe,,Europe,IRL,1960.0,,,,,,,,,905395046.8,22987654956.0,,2832100.0,4.9,39.8,23.0,38.0,53.3,2381.0,3364.0,110.3,101.9,3.0,39.8,70.0
