iso3,year,expitem1,expitem10,expitem11,expitem2,expitem3,expitem4,expitem5,expitem6,expitem7,expitem8,expitem9,revitem1,revitem10,revitem2,revitem3,revitem4,revitem5,revitem6,revitem7,revitem8,revitem9,gdp,gdpv,cpi,exch,gap,nlgq,nlgqa,ypg,ypga,yrg,yrga,ggflm
ESP,1968,,,78485338.39,,,,,,,63972332.08,390237973.4,279400000,207778237.6,936105868,184800000,,,8317048.2,125800000,,,13749955088,3.09745E+11,,2.374688097,,-0.436377535,,2594825051,,2872194091,,
ESP,1969,,,90320429.1,,,,,,,59707509.94,470699411.2,297400000,210061514.9,1092323024,229000000,,,10512882,155200000,,,15743755767,3.37336E+11,,2.373592965,-3.70735099,-0.10079579,,2979885859,3104381933,3337604769,,
ESP,1970,,,99041022.26,,,,,,,81742424.32,535068561.4,363000000,289215129.3,1219212054,246800000,,,14503406,182300000,,,17387921475,3.51658E+11,,2.375992138,-3.047650032,0.067878288,,3412909044,3367755778,3811789621,,
ESP,1971,,,102778419.3,,,,,,,109463768.2,707256038.3,438900000,237460843,1510697705,292600000,,,15924651,208600000,,,19616294435,3.67998E+11,,2.393052649,-2.358530252,-1.645473302,,4018675795,3978378517,4324387897,,
ESP,1972,,,118973806.6,,,,,,,126167654.9,739440613.4,524100000,249638322.1,1851263075,332000000,,,30749777,258600000,,,23021671512,3.97987E+11,,2.58873299,1.627739491,-0.520059481,,4702601719,4736350262,5153142485,,
ESP,1973,,,160085174.3,,,,,,,137895915.8,830362038.1,666800000,354669079.6,2261856826,411600000,,,23167857,334400000,,,27769362270,4.29011E+11,,2.862662512,5.124093417,0.520871227,,5701568819,5825690043,6418023976,,
ESP,1974,,,158216475.8,,,,,,,172014492.9,996112600,859200000,473399501.1,2800536673,504900000,,,22502933,419000000,,,34007484083,4.53107E+11,,2.886996197,6.388029919,-0.542119035,,7059654865,7249520518,7597196039,,
ESP,1975,,,176903461.1,,,,,,,243805665.6,1273704560,1213000000,578430258.6,3715095347,553700000,,,30300138,475300000,,,39926227813,4.55562E+11,,2.900522621,2.753052485,-0.862256841,,8825342121,8927666977,9463223278,,
ESP,1976,,,201819441.6,,,,,,,336565547.1,1320372194,1596000000,661389335.1,4765521049,643600000,,,29900786,523900000,,,48046233735,4.70615E+11,,2.487813661,2.466616863,-1.136835953,,11301664585,11421858720,11732349501,,
ESP,1977,,,292762770.2,,,,,,,462733202,1914177605,2200000000,892761438.5,6492887759,769200000,,,32850390,674100000,,,60956249664,4.83977E+11,,2.208124227,2.183655882,-1.720056616,,14826825593,14964250398,15532826456,,
ESP,1978,,,388066395.4,,,,,,,759138340.6,1886820717,3005000000,971915052.9,8436923475,825500000,,,35734264,796600000,,,74620077218,4.91059E+11,,2.175507992,0.992997702,-3.082621481,,19575668945,19655817417,19375913239,,
ESP,1979,,,503302804.9,,,,,,,790769104.8,1821646952,3791000000,1072379256,10276814420,992000000,,,34320971,972900000,,,87290724894,4.91272E+11,,2.478722724,-1.100644273,-2.952887222,,24139672252,24023489485,23547300929,,
ESP,1980,,,729415327.5,,,9592000000,2710000000,,,994769763.8,2226367984,5116000000,1568611530,11919189421,1245000000,,,45300785,1072000000,,,1.00298E+11,4.97649E+11,,2.324747856,-1.636097619,-3.510913469,,29361019460,29152069014,28608594785,,
ESP,1981,,,891873024.4,,,10720000000,3053000000,,,1055699806,2945904304,5401000000,2290131663,13602440581,1413000000,,,545200000,1167000000,,,1.12535E+11,4.96982E+11,,1.809744544,-3.25275527,-4.539288411,,34824521120,34332863641,33727792039,,
ESP,1982,,,1252963209,,,11820000000,3463000000,,,1543771547,4634233358,6295000000,2973568708,15624376474,1638000000,,,801500000,1344000000,,,1.2942E+11,5.03178E+11,,1.521588735,-3.457631846,-6.224802676,,40830076629,40223177756,39314378818,,
ESP,1983,,,1910028955,,,13170000000,3830000000,,,1817798889,4902042840,7672000000,3160896331,18277606349,2122000000,,,1099000000,1497000000,,,1.47364E+11,5.12087E+11,,1.164719324,-3.288820735,-5.398571566,,48518643851,47838125244,47365667109,,
ESP,1984,,,3349785629,,,14520000000,4165000000,,,2221263109,5824049581,9166000000,2590679279,19640124263,2415000000,,,1238000000,1652000000,,,1.66285E+11,5.2122E+11,,1.036860305,-3.222957696,-6.063581589,,55601855328,54852702113,52870337362,,
ESP,1985,,,5919511224,,,15890000000,4485000000,,,2332073705,8022991293,10320000000,3342048319,21903806856,2701000000,,,1173000000,1941000000,,,1.84769E+11,5.33323E+11,,0.980418119,-3.007533145,-7.531933082,-5.83968642,65263922733,64472763682,60839195043,62840216847,
ESP,1986,,,7798140237,,,17400000000,4919000000,,,2153936255,9115751600,10640000000,3421302314,24653142385,3365000000,,,1064000000,2032000000,,,2.11538E+11,5.50674E+11,,1.190542294,-2.441788305,-6.579460763,-5.202575626,74483172649,73760343802,70675192231,72589537452,
ESP,1987,,,7660292783,,,18740000000,5369000000,,,2219762284,9596759830,15380000000,2968422344,27590723896,4830000000,,,918800000,2569000000,,,2.36544E+11,5.81224E+11,,1.349762877,-0.167303178,-3.735247165,-3.644587693,82630208959,82580346046,82011033949,82161173452,
ESP,1988,,,8209242819,,,20260000000,5999000000,,,2814911023,11914638413,17120000000,3218535600,30157714569,5174000000,,,1008000000,3154000000,,,2.63346E+11,6.10826E+11,,1.430364947,1.401269048,-3.855732472,-4.648343381,90841245194,91349718313,90789063626,89379388662,
ESP,1989,,,9518183683,,,22360000000,6909000000,,,3016121514,15941064684,21420000000,4076948997,34651423530,8051000000,,,1280000000,3462000000,,,2.95104E+11,6.40316E+11,,1.406053533,2.520285245,-3.576731096,-5.067491687,1.03921E+11,1.04959E+11,1.06828E+11,1.03834E+11,
ESP,1990,,,11387053584,,,26970000000,6872000000,,,3259745684,19640631336,22145232565,5001235843,39546999307,8954827882,,,1484312166,4113189584,,,3.28692E+11,6.64542E+11,,1.636873095,2.712104979,-4.848698873,-6.486450534,1.1882E+11,1.20101E+11,1.18763E+11,1.15224E+11,
ESP,1991,,,13169311369,,,29710000000,7919000000,,,3366628154,21342722538,25978687882,7434436405,44289735869,8515301130,,,1574289896,3927010959,,,3.60439E+11,6.81442E+11,,1.605048457,1.956345307,-5.526497072,-6.731720719,1.35903E+11,1.36955E+11,1.33051E+11,1.30224E+11,
ESP,1992,,,15065628771,,,32780000000,8891000000,,,3493190571,19283910468,29733363880,9372556820,50820514210,8045824142,,,1928901807,4107937984,,,3.88204E+11,6.87784E+11,,1.629615645,0.050638518,-4.461977363,-4.485088887,1.53232E+11,1.53247E+11,1.50652E+11,1.50586E+11,
ESP,1993,,,19342559498,,,35270000000,9353000000,,,4350964807,19992509840,30391312773,14250279944,53672529365,7151821728,,,2220208394,4087737666,,,4.01627E+11,6.80689E+11,,1.313622459,-3.040845219,-7.622744196,-5.650953285,1.67998E+11,1.65992E+11,1.56886E+11,1.62088E+11,
ESP,1994,,,20195871832,,,37290000000,9702000000,,,4382520584,20481588677,31222635907,9030838297,55696026152,6492154983,9110750000,29269601781,2638753179,4874254759,,,4.27156E+11,6.96905E+11,,1.243789183,-2.541608306,-7.152479602,-5.534966354,1.74068E+11,1.72335E+11,1.59658E+11,1.64218E+11,
ESP,1995,17847000000,15978000000,22743000000,23035000000,37417000000,38357000000,9926000000,10958000000,1959000000,4599000000,20300000000,33402756759,8052000000,56187000000,7349325390,9775000000,31181095147,2678399220,5301423484,8605000000,9320000000,4.60588E+11,7.16127E+11,,1.335406758,-1.901592076,-6.788496444,-5.606417095,1.83781E+11,1.82427E+11,1.66198E+11,1.69788E+11,2.83457E+11
ESP,1996,18823000000,15548000000,24604000000,24802000000,38547000000,41404000000,10612000000,10086000000,2164000000,4760000000,18269000000,34590935482,8627000000,58634000000,8542858289,10290000000,33565999633,2771051333,5613155264,8577000000,9726000000,4.89203E+11,7.3518E+11,,1.313621682,-1.563556647,-5.862801332,-4.909453311,1.94217E+11,1.93045E+11,1.74953E+11,1.78064E+11,3.19976E+11
ESP,1997,19583000000,16044000000,23548000000,25397000000,40410000000,43191000000,11098000000,9648000000,2306000000,4745000000,19375000000,34728529015,7618000000,63111000000,12311607815,10608000000,36637734377,3061657808,7017470985,9531000000,10692000000,5.19268E+11,7.624E+11,,1.137507736,-0.547452822,-3.856967886,-3.532393893,1.99974E+11,1.99551E+11,1.88928E+11,1.9009E+11,3.33627E+11
ESP,1998,20519000000,18336000000,22604000000,27107000000,42732000000,45322000000,11735000000,9035000000,2413000000,6352000000,21504000000,37657902976,7350000000,67929000000,13718438166,12210000000,42209137945,3409610396,7230910517,10024000000,11326000000,5.55993E+11,7.95893E+11,,1.115069926,0.737033189,-2.624853191,-3.068902235,2.09671E+11,2.10278E+11,2.06292E+11,2.04555E+11,3.46417E+11
ESP,1999,22290000000,19040000000,20315000000,29068000000,45171000000,48105000000,12455000000,8534000000,2494000000,7221000000,23158000000,38834586256,7516000000,73986000000,15208911959,13414000000,46360039046,3665867853,8262594885,10669000000,12552000000,5.95723E+11,8.31634E+11,,1.066451762,1.754905776,-1.239166525,-2.273780888,2.19022E+11,2.20553E+11,2.22722E+11,2.18323E+11,3.62223E+11
ESP,2000,24059000000,20636000000,20492000000,31864000000,48430000000,51446000000,13399000000,8764000000,2754000000,7495000000,24014000000,40202533554,7320000000,80509000000,18418039095,13789000000,50010884696,3886920670,9589621985,11295000000,10812000000,6.47851E+11,8.7526E+11,,0.923579261,3.412371869,-1.16076073,-3.156251189,2.33792E+11,2.36967E+11,2.39098E+11,2.30019E+11,3.74557E+11
ESP,2001,25711000000,21715000000,20822000000,33572000000,52153000000,54189000000,14541000000,9633000000,3038000000,7285000000,26615000000,44905314261,9697000000,88138000000,18250288149,14166000000,52907908820,4205297462,9901191308,11779000000,12135000000,7.00993E+11,9.09684E+11,,0.895889905,3.771092208,-0.454926083,-2.600608449,2.47084E+11,2.50799E+11,2.5843E+11,2.47766E+11,3.78883E+11
ESP,2002,27418000000,23333000000,19721000000,36279000000,56078000000,58128000000,15141000000,11136000000,3691000000,8115000000,30567000000,49159153539,7519000000,94039000000,21980090991,15095000000,55311444554,4456400916,11847910000,12926000000,14899000000,7.49552E+11,9.34527E+11,,0.945099789,2.900416248,-0.316722522,-1.992151344,2.6354E+11,2.66625E+11,2.77937E+11,2.68885E+11,3.84145E+11
ESP,2003,29028000000,24017000000,18474000000,39244000000,61018000000,61400000000,16496000000,11762000000,4461000000,8631000000,33340000000,48979786472,6717000000,1.01025E+11,23425327783,16027000000,59700848851,4801786507,14497250387,13836000000,15852000000,8.02266E+11,9.62394E+11,,1.131243604,2.289262428,-0.375062635,-1.69010609,2.81222E+11,2.83849E+11,2.95105E+11,2.87485E+11,3.82775E+11
ESP,2004,31175000000,30589000000,17116000000,44323000000,65750000000,65990000000,18004000000,12760000000,4713000000,8842000000,34474000000,52505035513,6181000000,1.08469E+11,28108312649,16804000000,66330925336,5301852742,17657873761,14760000000,16677000000,8.59437E+11,9.92446E+11,,1.243368904,1.937072837,-0.109490283,-1.248361168,3.01547E+11,3.0396E+11,3.22263E+11,3.15092E+11,3.89888E+11
ESP,2005,32912000000,29274000000,16217000000,49506000000,71482000000,70429000000,19483000000,13568000000,5071000000,9709000000,39206000000,59232541598,6286000000,1.16666E+11,34364214984,17623000000,73830624572,5894100544,21384518302,16231000000,16766000000,9.27357E+11,1.02869E+12,,1.244457527,2.248480921,1.231564543,-0.112976171,3.24668E+11,3.27705E+11,3.58143E+11,3.48734E+11,3.93479E+11
ESP,2006,35279000000,31630000000,16186000000,53132000000,78828000000,75346000000,20934000000,14623000000,5557000000,10410000000,43902000000,68289272716,8199000000,1.26296E+11,39359552832,18374000000,79566577902,6530346975,24951249575,18233000000,17350000000,1.00382E+12,1.0709E+12,,1.256057907,3.222429619,2.124079644,0.183838771,3.49789E+11,3.54484E+11,3.97172E+11,3.82333E+11,3.92132E+11
ESP,2007,38205000000,33003000000,17032000000,57380000000,86901000000,81302000000,22970000000,16023000000,7072000000,11858000000,50458000000,78721467142,10810000000,1.35643E+11,48140450960,19087000000,80726269194,7100818918,24236993786,20027000000,17998000000,1.07554E+12,1.1095E+12,,1.37078516,4.03534882,1.88621705,-0.600294586,3.80384E+11,3.86772E+11,4.32312E+11,4.12207E+11,3.84662E+11
ESP,2008,41535000000,37034000000,17554000000,62797000000,95566000000,86542000000,24216000000,21867000000,8672000000,12318000000,51722000000,75797987655,11813000000,1.40997E+11,29842249018,18187000000,69653485610,7740631674,17200646044,21699000000,16161000000,1.10954E+12,1.11934E+12,,1.468286611,2.728867457,-4.572251048,-6.267207596,4.17012E+11,4.2173E+11,4.00098E+11,3.87857E+11,4.40621E+11
ESP,2009,44056000000,36948000000,18369000000,68403000000,98971000000,92426000000,25219000000,32558000000,9636000000,12414000000,55355000000,68793772934,10698000000,1.3819E+11,23053594895,17309000000,53529135473,8628183419,12518313279,23312000000,17747000000,1.06932E+12,1.07722E+12,,1.392497031,-2.271575921,-11.27591944,-9.770543115,4.50287E+11,4.45943E+11,3.64615E+11,3.7394E+11,5.69535E+11
ESP,2010,43466000000,32365000000,20321000000,67152000000,1.00122E+11,98630000000,25539000000,34047000000,9013000000,12250000000,50910000000,72326314542,9894000000,1.36975E+11,19204267117,17659000000,72460536423,9432339733,12209542183,23795000000,17666000000,1.07271E+12,1.07897E+12,,1.32602978,-2.576056052,-9.526628377,-7.804066073,4.58491E+11,4.5349E+11,3.8245E+11,3.93713E+11,6.49153E+11
ESP,2011,43001000000,36812000000,26446000000,65731000000,98523000000,1.03425E+11,25001000000,32318000000,7673000000,12111000000,39935000000,74511662051,10422000000,1.35458E+11,18430825688,16879000000,70763527700,9933522304,10377462256,23472000000,17122000000,1.06376E+12,1.07019E+12,,1.391453625,-3.42174722,-9.739575451,-7.43954126,4.64929E+11,4.58272E+11,3.78997E+11,3.94003E+11,7.43043E+11
ESP,2012,39615000000,69296000000,31264000000,61979000000,92651000000,1.07975E+11,23719000000,34198000000,7162000000,9896000000,32337000000,75190183149,10704000000,1.29823E+11,21620121146,16338000000,73828076709,10943433671,10442185325,24460000000,17643000000,1.0311E+12,1.03852E+12,,1.285728863,-6.031363292,-11.55072621,-7.257633656,4.57042E+11,4.45543E+11,3.81579E+11,4.09543E+11,9.27813E+11
ESP,2013,38881000000,34339000000,36689000000,60808000000,91930000000,1.13163E+11,23832000000,31853000000,6668000000,10748000000,24554000000,75146338681,12394000000,1.26856E+11,19882691760,19642600000,76785633277,11509854205,12085882076,24365000000,17959000000,1.02068E+12,1.02395E+12,,1.327806149,-7.074064382,-7.528140636,-2.694216414,4.62757E+11,4.49223E+11,3.86391E+11,4.20102E+11,1.02566E+12
ESP,2014,39102000000,30363000000,36479000000,60926000000,92430000000,1.16726E+11,24624000000,27316000000,6800000000,11319000000,22028000000,77152421820,10876000000,1.28966E+11,19965996303,19361890000,81191110388,12025405152,13184176337,24536000000,17757000000,1.03261E+12,1.03824E+12,,1.328728994,-5.824021212,-6.110450432,-2.176172474,4.62892E+11,4.51783E+11,3.9483E+11,4.22957E+11,1.08485E+12
ESP,2015,40741000000,26938000000,32834000000,63872000000,94930000000,1.20198E+11,25446000000,22214000000,7460000000,12265000000,27983000000,76190319473,9409000000,1.31508E+11,22934545442,20830000000,86699401905,12190103462,14709629718,24550000000,18625000000,1.07809E+12,1.07809E+12,,1.109437058,-2.739612967,-5.308916122,-3.489838418,4.66369E+11,4.61102E+11,4.05966E+11,4.1925E+11,1.11366E+12
ESP,2016,41884000000,28055000000,30740000000,65218000000,94998000000,1.24089E+11,26482000000,20111000000,8166000000,11227000000,22238000000,77773050531,9184000000,1.35573E+11,23842579008,20815880000,88777241008,12423930430,15250319023,25045000000,16630000000,1.11442E+12,1.11084E+12,,1.106183182,-0.715730283,-4.297571831,-3.835715629,4.70775E+11,4.69386E+11,4.16284E+11,4.19734E+11,1.14505E+12
ESP,2017,42718000000,27373000000,29285000000,66633000000,96091000000,1.2816E+11,27644000000,18422000000,8746000000,12126000000,23067000000,83379602248,7870000000,1.4243E+11,25239167936,21408450000,93363703159,12811937904,15803138753,25353000000,16378000000,1.16249E+12,1.1439E+12,,1.129335552,0.983707363,-3.116408543,-3.743745503,4.77079E+11,4.79017E+11,4.35343E+11,4.30412E+11,1.18341E+12
ESP,2018,44031000000,32311000000,29320000000,69264000000,99002000000,1.34847E+11,29180000000,18312000000,9284000000,11918000000,25895000000,89916820137,8233000000,1.4945E+11,28876249093,22088000000,97834188388,13068580878,16667161505,25944000000,20062000000,1.20386E+12,1.17003E+12,,1.181091952,1.786261147,-2.593659224,-3.744565992,4.95608E+11,4.99258E+11,4.60455E+11,4.5104E+11,1.20886E+12
ESP,2019,46033000000,32450000000,28372000000,72871000000,1.03422E+11,1.42264E+11,31168000000,19729000000,10739000000,12435000000,27169000000,95476305549,8984000000,1.60656E+11,25031876344,22089460000,99750142463,13146559774,16646655871,27311000000,19444000000,1.24551E+12,1.19324E+12,,1.119492577,2.155320467,-3.060265128,-4.455120925,5.1907E+11,5.23688E+11,4.78558E+11,4.66974E+11,1.22336E+12
ESP,2020,47702000000,39358000000,25127000000,79854000000,1.03224E+11,1.46631E+11,34541000000,41967000000,11335000000,21418000000,29614000000,95627533499,6966000000,1.62191E+11,21532577989,19627660000,88248452838,12872598633,14141177041,24728000000,21637000000,1.11799E+12,1.0581E+12,,1.140981552,-10.72381449,-10.12523379,-1.454225673,5.66304E+11,5.39582E+11,4.55994E+11,5.2426E+11,1.34579E+12
ESP,2021,50433000000,56154000000,26052000000,84801000000,1.08903E+11,1.54183E+11,35147000000,31645000000,11995000000,18397000000,33154000000,1.02829E+11,6778000000,1.71661E+11,31669776027,21986010000,1.01524E+11,13081439484,19014343627,26845000000,32530000000,1.20684E+12,1.11651E+12,,1.183209615,-7.143233786,-6.87297923,-1.45383738,5.81355E+11,5.63539E+11,5.0919E+11,5.55425E+11,1.42724E+12
EST,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1992,,,,,,,,,,,,,,,,,,,,,,,,,1.286426191,,,,,,,,
EST,1993,,,,,,,,,,,,,,,,,,,,,,,,,1.184684949,,,,,,,,
EST,1994,,,,,,,,,,,,,,,,29930000,,,,,,,,,1.205563053,,,,,,,,
EST,1995,182200000,42800000,13200000,123100000,329300000,161300000,51300000,4200000,52600000,22400000,153800000,233858610.3,17400000,341100000,66959516.62,25410000,325377915.4,9993957.704,0,103200000,42800000,2859405500,9248092600,,1.365333194,-4.312369221,1.045671906,3.512007373,1117700000,1194654114,1154300000,1328170413,227500000
EST,1996,221000000,72300000,21100000,165700000,388400000,223800000,61600000,5200000,63500000,30500000,179700000,278270889.2,21300000,424900000,57055542.02,52530000,420930901.3,13012667.48,0,115700000,36300000,3675207000,9694942600,,1.300302734,-4.892275591,-0.348279702,2.062532424,1382600000,1378542466,1409700000,1498144021,275400000
EST,1997,255700000,95100000,16800000,179900000,476700000,259600000,70300000,6300000,73300000,34200000,212300000,335065302.1,52900000,510400000,79015399.61,69740000,526376179.3,17003313.84,0,140900000,45699805.07,4568452600,10961158800,,1.129506707,1.580288544,2.121068302,1.387470151,1581400000,1582890346,1764600000,1731590165,314400000
EST,1998,293500000,121100000,29700000,208100000,530800000,292200000,82500000,6900000,89600000,68600000,270100000,397827256.9,42600000,565900000,121947048.6,97390000,514344375,18991753.47,0,134100000,61499565.97,5103208500,11464540800,,1.113076863,0.282438129,-0.754427337,-0.873530047,1806200000,1806410430,1935800000,1930057921,302300000
EST,1999,333800000,102500000,20100000,245100000,593400000,361900000,92500000,11500000,91000000,62900000,253700000,416927917,34600000,596700000,104981849.6,91540000,523353690.6,19996542.78,0,148300000,53600000,5405863100,11405715700,,1.066781694,-5.174087137,-3.300120567,-0.655282903,2033100000,2026689813,1973900000,2108533256,348000000
EST,2000,339100000,94100000,17600000,253800000,621300000,376700000,88900000,12000000,103900000,67200000,269700000,421033815.3,54400000,677300000,55004417.67,104400000,640659839.4,24001927.71,0,173400000,90100000,6169463600,12531140000,,0.924108859,-2.675959401,-0.064835458,1.138788739,2097200000,2093810488,2215400000,2288199390,315600000
EST,2001,377100000,100600000,15400000,270300000,666500000,392400000,107400000,12800000,104400000,71800000,324500000,454000000,78300000,747900000,48000000,148540000,699460000,25000000,0,187400000,68400000,6985518400,13279507500,,0.895601392,-1.604209334,0.197551552,0.89057576,2260100000,2257928547,2445400000,2492654151,333400000
EST,2002,418200000,117100000,20300000,297600000,734700000,430500000,124100000,12000000,113400000,76100000,462300000,498968216.6,101400000,861500000,85994522.29,156330000,801608980.9,26998280.25,0,224400000,81700000,7823137000,14186870100,,0.944589165,0.077888603,0.416712631,0.380366527,2492200000,2492323591,2815000000,2812257027,442900000
EST,2003,463900000,136600000,20100000,329200000,824700000,479700000,141800000,19700000,117400000,75100000,455500000,563968099.5,105400000,932900000,137992194.6,166240000,871701289.6,28998359.73,0,259000000,154600056.6,8747113700,15293503200,,1.130936215,2.160782481,1.796021012,0.875288964,2766800000,2770342578,3183700000,3105085740,489700000
EST,2004,508200000,157100000,21400000,376200000,862600000,540800000,164100000,20800000,173200000,76500000,429300000,604458835.1,112500000,1014400000,160062290.2,205900000,1013953603,29825271.47,0,276700000,146400000,9780599200,16304308500,,1.244062721,3.073683417,2.392491454,1.109442273,3111200000,3116814848,3529900000,3406789151,499900000
EST,2005,561800000,227300000,21400000,427900000,975000000,611400000,187100000,19200000,186300000,81400000,525800000,615914003.6,123100000,1161100000,158434470.4,258530000,1141634632,31686894.08,0,314900000,147000000,11332850100,17828018000,,1.244701873,6.846090908,1.126812751,-1.684378172,3521100000,3535103453,3913200000,3620846422,533100000
EST,2006,633900000,281100000,22500000,489800000,1092000000,725800000,218000000,14500000,216700000,114500000,728200000,739201080.7,172400000,1368100000,198177233.4,298530000,1482092442,32699243.52,0,366600000,271200000,13551992600,19589031700,,1.255791798,11.78373602,2.892563563,-1.791133209,4085000000,4112320406,4822600000,4240774113,628100000
EST,2007,738800000,362200000,26900000,617900000,1299500000,847400000,261200000,19900000,244700000,138300000,976500000,926414126,247200000,1703200000,258327015.9,358630000,1785187304,34641553.86,0,395200000,273900000,16375351600,21001145000,,1.370724922,14.78356556,2.744368555,-3.214026624,4815900000,4855545852,5860400000,4992123625,617500000
EST,2008,873400000,490600000,34300000,738600000,1506800000,1042800000,323800000,47600000,317000000,157700000,1023300000,1001135091,238800000,1918400000,263404484.8,383000000,1572728788,47531636.36,0,450200000,240600000,16609341900,20033189200,,1.468461491,6.135017407,-2.649713653,-5.41604074,5724500000,5744058823,6027300000,5639388675,749400000
EST,2009,829900000,529000000,26200000,752100000,1368600000,1148500000,329300000,158900000,345700000,133600000,858000000,784043461.5,314600000,1851500000,254391794.9,418620000,1595646282,47698461.54,0,435600000,468100000,14149383300,17175193000,,1.392335006,-10.39769766,-2.188081229,3.376346683,5833100000,5794960457,5869600000,6674230054,1023100000
EST,2010,800900000,241900000,13000000,761300000,1359800000,1161700000,302500000,87700000,344600000,156400000,706900000,769872329.1,215700000,1909900000,192468082.3,434110000,1543152309,50597279.36,0,442800000,406200000,14736557200,17531498800,,1.325884825,-9.179477616,0.190682258,4.608675642,5736200000,5703217675,5762400000,6449122361,981900000
EST,2011,835000000,250300000,15500000,794100000,1451200000,1163900000,326400000,63700000,336500000,163600000,841300000,838705577.3,186600000,1967700000,199266927.9,456820000,1743047229,50560265.3,0,486100000,493600000,16674398200,18773046400,,1.391453625,-3.556930191,1.084896725,2.649799562,5975100000,5962179960,6166500000,6430813584,1027400000
EST,2012,859700000,501500000,19200000,831500000,1565900000,1209200000,344800000,78900000,324900000,164500000,1131500000,923385027.2,233200000,2035700000,249938804.3,492230000,1924836929,58517418.48,0,512700000,549591820.7,17916541400,19392563900,,1.285728863,-1.596928789,-0.28744387,0.438347267,6267500000,6261496352,6639000000,6764307550,1762500000
EST,2013,917600000,509900000,14000000,888600000,1696400000,1269000000,369200000,83500000,339800000,124800000,1053500000,1023643248,200800000,2115600000,324666675.2,487510000,1990679668,56593273.66,0,555200000,545807135.5,18911828500,19658402500,,1.327806149,-1.544697264,0.180839203,0.888418912,6680500000,6674244371,6959400000,7089596694,1934200000
