iso3,year,expitem1,expitem10,expitem11,expitem2,expitem3,expitem4,expitem5,expitem6,expitem7,expitem8,expitem9,revitem1,revitem10,revitem2,revitem3,revitem4,revitem5,revitem6,revitem7,revitem8,revitem9,gdp,gdpv,cpi,exch,gap,nlgq,nlgqa,ypg,ypga,yrg,yrga,ggflm
AUS,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1959,,,,,,,,,,,,,,,,,,,,274000000,,,,,,,,,,,,,
AUS,1960,,,298000000,,,,,,,67000000,676000000,,258000000,0,,,,,,288000000,,17317000000,2.85468E+11,0.065901957,1.118574182,,,,3321918300,,3743918300,,
AUS,1961,,,318000000,,,,,,,100000000,716000000,,181000000,0,,,,,,303000000,,17477000000,2.8556E+11,0.067409518,1.116486789,,,,3612608407,,3676608407,,
AUS,1962,,,344000000,,,,,,,103000000,714000000,,287000000,0,,,,,,330000000,,18555000000,3.01169E+11,0.067194152,1.120832899,,,,3842159107,,4008159107,,
AUS,1963,,,367000000,,,,,,,109000000,820000000,,305000000,0,,,,,,378000000,,20254000000,3.19677E+11,0.067624884,1.122833722,,,,4103175587,,4367175587,,
AUS,1964,,,402000000,,,,,,,133000000,953000000,,316000000,0,,,,,,410000000,,22242000000,3.39494E+11,0.069563177,1.116784101,,,,4626526836,,4934526836,,
AUS,1965,,,421000000,,,,,,,141000000,1160000000,1688000000,384000000,0,798500000,,,332900000,229400000,466000000,,23912000000,3.56524E+11,0.071932201,1.119631947,,,,5130668553,,5585668553,,
AUS,1966,,,443000000,,,,,,,179000000,1379000000,1842000000,370000000,0,773900000,,,357700000,254100000,507000000,,25585000000,3.66971E+11,0.074301226,1.112915493,,,,5655213385,,5903213385,,
AUS,1967,,,469000000,,,,,,,212000000,1500000000,2112000000,413000000,0,835200000,,,392300000,303000000,537000000,,28321000000,3.93364E+11,0.076885616,1.112504126,,,,6253370844,,6564370844,,
AUS,1968,,,514000000,,,,,,,235000000,1635000000,2324000000,475000000,0,1017000000,,,420500000,370600000,622000000,,30898000000,4.14358E+11,0.078823909,1.112512745,,,,6861726679,,7416726679,,
AUS,1969,,,563000000,,,,,,,274000000,1651000000,2776000000,510000000,0,1164000000,,,448200000,428800000,690000000,,34721000000,4.4011E+11,0.0814083,1.111006903,-1.510672551,,,7653850571,8004995565,8406850571,8790657614,
AUS,1970,,,590000000,,,,,,,318000000,1673000000,3118000000,591000000,0,1418000000,,,494900000,422300000,749000000,,38605000000,4.70726E+11,0.084208056,1.113648807,1.228474188,,,8593227280,8611570884,9483227280,9321563715,
AUS,1971,,,633000000,,,,,,,422000000,1853000000,3608000000,636000000,0,1471000000,,,537600000,407300000,854000000,,42671000000,4.89013E+11,0.089376837,1.136088963,0.694873919,,,9725018340,9737158719,10401018340,10300786340,
AUS,1972,,,690000000,,,,,,,447000000,2020000000,4127000000,735000000,0,1651000000,,,622500000,545700000,945000000,,46780000000,5.00154E+11,0.094760984,1.192328932,-0.823158971,,,11242838610,11226126586,11983838610,12126198983,
AUS,1973,,,713000000,,,,,,,570000000,2198000000,5176000000,752000000,0,1919000000,,,662500000,598300000,1092000000,,55241000000,5.21963E+11,0.103375618,1.426361717,0.108797291,,,13053031825,13055689138,13986031825,13960821408,
AUS,1974,,,909000000,,,,,,,716000000,2862000000,7407000000,910000000,0,2351000000,,,861900000,563100000,1264000000,,65973000000,5.30387E+11,0.119312693,1.446686136,-1.343899214,,,16844865230,16802058216,18016865230,18401016639,
AUS,1975,,,1122000000,,,,,,,811000000,3926000000,8548000000,1099000000,0,2429000000,,,1032000000,702400000,1557000000,,77012000000,5.43529E+11,0.137403426,1.317407022,-1.728036735,,,22186528988,22114668067,21039528988,21608082548,
AUS,1976,,,1348000000,,,,,,,947000000,4034000000,11070000000,1461000000,0,2927000000,,,1287000000,868800000,1853000000,,90441000000,5.64385E+11,0.155709525,1.226983459,-0.465742429,,,26566440181,26544044600,26527440181,26709924509,
AUS,1977,,,1736000000,,,,,,,1116000000,4424000000,12560000000,1794000000,0,3335000000,,,1441000000,929600000,1946000000,,1.00677E+11,5.72751E+11,0.174877088,1.11078292,-1.34956287,,,30691448969,30616205237,29923448969,30534116707,
AUS,1978,,,2095000000,,,,,,,1486000000,4549000000,12880000000,2079000000,0,3179000000,,,1518000000,943600000,2049000000,,1.11097E+11,5.84314E+11,0.18887587,1.146092739,-1.729853591,,,34574550987,34467514374,31929550987,32743895465,
AUS,1979,,,2376000000,,,,,,,1678000000,4752000000,15090000000,2314000000,0,3552000000,,,1672000000,1058000000,2304000000,,1.27505E+11,6.11113E+11,0.206105139,1.117929368,0.263050573,,,37940325595,37958006372,36798325595,36665994042,
AUS,1980,,,2788000000,,,,,,,1990000000,5032000000,17410000000,2567000000,0,4818000000,,,1873000000,1211000000,2623000000,,1.43846E+11,6.27712E+11,0.226995629,1.140824509,0.454756919,,,43620164247,43656056432,42923164247,42635756065,
AUS,1981,,,3165000000,,,,,,,2445000000,5314000000,20790000000,2788000000,0,5148000000,,,2074000000,1229000000,3049000000,,1.64647E+11,6.53962E+11,0.248532216,1.150213929,2.002139694,,,49944876982,50122508983,48788876982,47398541673,
AUS,1982,,,3925000000,,,,,,,2877000000,6056000000,23420000000,3445000000,0,5239000000,,,2515000000,1239000000,4265000000,,1.8388E+11,6.51557E+11,0.276745145,1.016911057,-1.112861734,,,58721716681,58598020359,56529716681,57496609150,
AUS,1983,,,4811000000,,,,,,,3411000000,7178000000,24170000000,4143000000,0,4879000000,,,2642000000,1681000000,4768000000,,1.99105E+11,6.50403E+11,0.304527343,0.902443106,-4.019525066,,,68393291702,67901669985,60961291702,64547039295,
AUS,1984,,,6349000000,,,,,,,3586000000,8662000000,29280000000,5124000000,0,6085000000,,,3035000000,2025000000,5387000000,,2.2487E+11,6.93278E+11,0.316587832,0.878374895,-0.692601551,,,76738864750,76646228813,72812864750,73525618693,
AUS,1985,,,8231000000,,,,,,,4114000000,9941000000,33500000000,6634000000,0,6933000000,,,3449000000,2351000000,6064000000,,2.49735E+11,7.28193E+11,0.337909053,0.699681703,0.886400077,,,86641756033,86773040377,83961756033,82939229200,
AUS,1986,,,9489000000,,,,,,,4673000000,11648000000,38310000000,7903000000,0,7493000000,,,3744000000,2891000000,6613000000,,2.71722E+11,7.41058E+11,0.368626456,0.670640029,-0.959254436,,,96103375336,95942242129,93249375336,94540377800,
AUS,1987,,,9925000000,,,,,,,4626000000,11623000000,42870000000,7978000000,0,9800000000,,,4231000000,4474000000,8083000000,,3.05635E+11,7.80659E+11,0.399913904,0.700335542,0.562769868,,,1.02671E+11,1.02771E+11,1.06695E+11,1.05833E+11,
AUS,1988,,,10971000000,,,,,,,4725000000,10775000000,48610000000,7165000000,0,11380000000,,,4695000000,5641000000,9510000000,,3.45693E+11,8.15306E+11,0.428755919,0.783347562,1.22470436,,1.24199971,1.12238E+11,1.12472E+11,1.18232E+11,1.16221E+11,
AUS,1989,,,11404000000,,,,,,,4722000000,12460000000,51210000000,6405000000,0,14760000000,,,5509000000,4748000000,11060000000,,3.88912E+11,8.50541E+11,0.461256995,0.791854639,1.952364181,0.391091042,-0.61975107,1.2235E+11,1.22758E+11,1.28089E+11,1.24612E+11,
AUS,1990,,,10972000000,,,,,,,5242000000,12972000000,52756748421,7571000000,0,17367089089,,,6478935905,4509330959,11160000000,,4.13659E+11,8.6251E+11,0.494619027,0.780495862,0.305981751,-0.514916876,-0.660430038,1.33936E+11,1.34003E+11,1.3631E+11,1.35784E+11,
AUS,1991,,,9603000000,,,,,,,5941000000,14101000000,50595105506,8647000000,0,17533802419,,,7058249504,4839109066,56190000000,,4.16664E+11,8.51046E+11,0.510977185,0.778827734,-3.488287618,-2.974099034,-1.059967823,1.43514E+11,1.42611E+11,1.36754E+11,1.43667E+11,
AUS,1992,,,12656000000,,,,,,,6080000000,14275000000,50406337429,9839000000,0,17726214522,,,7097273398,5197808865,58170000000,,4.3231E+11,8.76739E+11,0.51592768,0.734829576,-3.030506905,-4.542573616,-2.858730869,1.5515E+11,1.54319E+11,1.40866E+11,1.46928E+11,
AUS,1993,,,9265000000,,,,,,,6732000000,14893000000,53960506002,12488000000,0,16643136450,,,7065730623,6331273441,63970000000,,4.55201E+11,9.12643E+11,0.524967714,0.679083832,-1.76784342,-3.024597925,-2.06919105,1.60705E+11,1.60192E+11,1.51514E+11,1.55181E+11,
AUS,1994,,,12071000000,,,,,,,6489000000,16282000000,57562668636,9541000000,0,20291011902,12201000000,30037260925,7105383679,6206674859,66310000000,3187000000,4.82668E+11,9.55986E+11,0.535083943,0.730837295,-0.347237794,-2.69149809,-2.502442921,1.69871E+11,1.69766E+11,1.61958E+11,1.62724E+11,
AUS,1995,,,13226000000,,,,,,,6328000000,14931000000,62538906936,11106000000,0,22716559823,15230000000,29452883922,7196896752,6352752568,62870000000,5906000000,5.12049E+11,9.85935E+11,0.559836418,0.741084279,-0.856024722,-1.748074891,-1.280598884,1.78816E+11,1.78543E+11,1.73214E+11,1.75279E+11,
AUS,1996,,,12087000000,,,,,,,6942000000,15523000000,69005342200,13088000000,0,25151061461,15563000000,31181513244,7684728428,7346354666,61620000000,4483000000,5.43132E+11,1.02508E+12,0.574687904,0.78347027,-0.755879051,-0.76445505,-0.347422603,1.87129E+11,1.86876E+11,1.86853E+11,1.88851E+11,
AUS,1997,,,9986000000,,,,,,,6705000000,17268000000,75387858377,12020000000,0,26184771527,17796900000,31657543616,8242584781,8271341699,60550000000,5773000000,5.73449E+11,1.06786E+12,0.575979337,0.743403069,-0.581271301,0.372657377,0.690870894,1.93375E+11,1.93171E+11,1.99611E+11,2.01255E+11,
AUS,1998,28052000000,-896525751.7,8594000000,32521000000,62108000000,23408000000,21220000000,4195000000,21640000000,7413000000,17374000000,84358704694,13697000000,0,27624842570,19296700000,32701534300,8362806497,8735411939,20739000000,4629474248,6.05089E+11,1.1208E+12,0.580929832,0.62897063,0.385672846,2.215376581,2.00652268,2.02113E+11,2.02257E+11,2.19239E+11,2.18073E+11,
AUS,1999,29713000000,-2199437876,7914000000,35162000000,64705000000,24615000000,23400000000,4484000000,24330000000,7629000000,18065000000,88689304697,16552000000,0,31150121407,19198300000,33432846198,8564230769,9825196928,21190000000,6316562124,6.37732E+11,1.16667E+12,0.589108911,0.645376986,0.641348555,2.95327818,2.611522347,2.13429E+11,2.13678E+11,2.34144E+11,2.32107E+11,
AUS,2000,31779000000,4044875650,7717000000,37392000000,68747000000,27994000000,24660000000,5156000000,28000000000,7464000000,21104000000,82184175036,10966000000,0,44075907531,18207900000,44580683901,9200576793,9901756738,22969000000,5644875650,6.87197E+11,1.2062E+12,0.615368059,0.581343827,0.508781498,0.946890048,0.658337689,2.32813E+11,2.33026E+11,2.46973E+11,2.4518E+11,
AUS,2001,34196000000,5528103056,6193000000,41029000000,72216000000,29164000000,26880000000,5341000000,31220000000,9377000000,21901000000,90854701485,14906000000,0,33165646171,19304000000,47911938739,9628996895,9786716709,24201000000,5272103056,7.30429E+11,1.23923E+12,0.642488162,0.516804347,-0.062962434,-0.106238936,-0.068577194,2.48315E+11,2.48286E+11,2.54292E+11,2.54538E+11,
AUS,2002,36438000000,5920404856,5899000000,44352000000,75413000000,29973000000,28460000000,5457000000,31480000000,9970000000,23058000000,96990986911,14568000000,0,40776750749,19772400000,55068570391,10698321282,11313970667,25488000000,7278404856,7.82561E+11,1.28901E+12,0.662074903,0.543526486,0.768267983,1.745295255,1.324736825,2.59359E+11,2.59726E+11,2.8081E+11,2.77807E+11,
AUS,2003,38660000000,-2012762888,5398000000,48626000000,78831000000,33985000000,30710000000,6138000000,39870000000,10971000000,22580000000,1.04254E+11,15122000000,0,43487785368,20886700000,57147466426,11675788047,13128906068,27147000000,7463237112,8.30316E+11,1.32948E+12,0.680154972,0.651649353,0.795583134,2.602503143,2.175083182,2.73381E+11,2.73788E+11,2.99297E+11,2.96012E+11,
AUS,2004,41358000000,7784493608,5380000000,53974000000,82843000000,34890000000,31550000000,6317000000,38490000000,11964000000,24561000000,1.12619E+11,14691000000,0,50709886603,21857100000,58182473285,12682999107,11704136894,29116000000,7681493608,8.9472E+11,1.38207E+12,0.696082652,0.736551506,1.710980525,1.450956724,0.531924043,2.96983E+11,2.97923E+11,3.18251E+11,3.10888E+11,
AUS,2005,43405000000,8388894218,5124000000,57825000000,89671000000,36214000000,32860000000,6544000000,39740000000,13274000000,28838000000,1.20421E+11,19277000000,0,58516425465,21565000000,63159361564,13530192013,12623765902,30881000000,9643894218,9.64355E+11,1.42371E+12,0.714593198,0.761944463,1.58880263,2.24077233,1.39016563,3.16407E+11,3.1734E+11,3.4844E+11,3.4096E+11,
AUS,2006,45334000000,8191600982,5096000000,61965000000,98760000000,38310000000,36840000000,6905000000,43570000000,14499000000,30561000000,1.22399E+11,20661000000,0,70169499171,22628000000,67166714561,15224652480,14890575641,33940000000,10090600982,1.03955E+12,1.46194E+12,0.73999139,0.753245011,1.071324922,2.493285569,1.925492958,3.37956E+11,3.38633E+11,3.75737E+11,3.70299E+11,
AUS,2007,48565000000,13634111900,6051000000,68416000000,1.0508E+11,40451000000,38190000000,7263000000,43130000000,15377000000,33808000000,1.29352E+11,22972000000,0,79633317385,23749000000,70639601498,15830957910,15729574894,36611000000,11203111900,1.13333E+12,1.52589E+12,0.757425743,0.838301111,2.118995638,2.017685966,0.906958941,3.65031E+11,3.66463E+11,4.04098E+11,3.92729E+11,
AUS,2008,54693000000,-454797427.2,6498000000,74831000000,1.13622E+11,51365000000,47320000000,9442000000,67310000000,15803000000,42079000000,1.36519E+11,29238000000,0,76537036599,23052000000,76925006779,18947380727,10983196130,40170000000,11036202573,1.23639E+12,1.56278E+12,0.790357297,0.850361651,1.198648057,-0.111130343,-0.734450661,4.01062E+11,4.01932E+11,4.21784E+11,4.15055E+11,
AUS,2009,60085000000,36131750722,7414000000,80444000000,1.20919E+11,45308000000,43520000000,8038000000,49750000000,17404000000,46108000000,1.32742E+11,29669000000,0,63590801282,25031000000,78992790917,19898082894,14069760300,44244000000,8987750722,1.26358E+12,1.59375E+12,0.804347826,0.790717734,0.067670096,-4.288529416,-4.32670432,4.37629E+11,4.37687E+11,4.15586E+11,4.15199E+11,
AUS,2010,73118000000,11491534960,11655000000,86544000000,1.28323E+11,48896000000,48060000000,8592000000,52130000000,16764000000,57729000000,1.44205E+11,27531000000,0,66820658932,26515000000,80543550298,20777539516,14185338804,45251000000,12774534960,1.366E+12,1.63334E+12,0.82737839,0.918999101,-0.367372813,-4.224011713,-4.030359983,4.54417E+11,4.54108E+11,4.36969E+11,4.39102E+11,
AUS,2011,76880000000,13718627199,14704000000,94235000000,1.39147E+11,53267000000,51730000000,9311000000,54950000000,18312000000,53788000000,1.58517E+11,31875000000,0,77739591528,27278420000,81676452782,21523883065,13296511220,48698000000,13018627199,1.46868E+12,1.67678E+12,0.85514421,1.032347068,-0.758153317,-3.898872526,-3.499381817,4.94397E+11,4.93708E+11,4.72123E+11,4.76909E+11,
AUS,2012,79833000000,11516306620,13495000000,97165000000,1.4609E+11,55512000000,52950000000,9760000000,59100000000,20753000000,52551000000,1.66876E+11,31364000000,0,78520525434,35816740000,83187286947,22405665837,14590500545,52179000000,14378306620,1.51529E+12,1.74209E+12,0.869565217,1.035497601,-0.138540041,-3.051819021,-2.978116216,5.11508E+11,5.11378E+11,4.97807E+11,4.98731E+11,
AUS,2013,82389000000,3713846038,14734000000,1.00866E+11,1.47519E+11,59116000000,56520000000,10425000000,60310000000,23680000000,49568000000,1.75971E+11,32679000000,0,78786928592,36746680000,89546796369,24436050454,17937508374,54480000000,14934846038,1.56877E+12,1.77986E+12,0.89087387,0.967344698,-1.089630383,-1.86489815,-1.289196617,5.309E+11,5.29826E+11,5.23866E+11,5.31601E+11,
AUS,2014,85369000000,1667334540,16066000000,1.04768E+11,1.52464E+11,61755000000,59426000000,10807000000,63949000000,23145000000,51489000000,1.91936E+11,35067000000,0,75485800152,30007500000,93862545867,26285571103,21184102032,56850000000,14341334540,1.61323E+12,1.82486E+12,0.913258717,0.902399897,-1.470337752,-1.777738932,-0.993352074,5.50438E+11,5.48936E+11,5.43077E+11,5.5399E+11,
AUS,2015,88141000000,-2263517373,14116000000,1.11877E+11,1.59677E+11,63486000000,58875000000,10978000000,62995000000,22548000000,49848076027,2.02764E+11,33442000000,0,73635591026,31087920000,1.03082E+11,28184055515,23816156184,59377000000,14089558654,1.63826E+12,1.86626E+12,0.926818769,0.752585861,-1.890596597,-1.037628452,-0.003163823,5.65669E+11,5.63671E+11,5.6718E+11,5.82128E+11,
AUS,2016,91848000000,-668568377.9,14274000000,1.19213E+11,1.67863E+11,64255000000,60146000000,10830000000,61718000000,22766000000,57475393683,2.0652E+11,34075000000,0,82166029918,30914660000,1.05089E+11,29909487887,24265756376,61763000000,16578825305,1.69952E+12,1.91636E+12,0.938656909,0.74357338,-1.721700559,-1.561441796,-0.612499604,5.88787E+11,5.86892E+11,5.88704E+11,6.02754E+11,
AUS,2017,95724000000,-4454782292,16287000000,1.27013E+11,1.70713E+11,64784000000,62772000000,10884000000,62438000000,22943000000,68038833619,2.19066E+11,37172000000,0,99269193749,32610140000,1.10513E+11,31247173923,23340777960,64275000000,18241051327,1.80228E+12,1.96283E+12,0.957382695,0.766622899,-1.742427803,-0.632532477,0.323795986,6.10987E+11,6.09004E+11,6.3288E+11,6.48236E+11,
AUS,2018,1.01328E+11,-10181830210,18067000000,1.32936E+11,1.82423E+11,67620000000,62649000000,10605000000,62840000000,23067000000,72682026995,2.34692E+11,41812000000,0,1.0781E+11,32802070000,1.12744E+11,33443295563,20887994599,67684000000,16618196785,1.89555E+12,2.01867E+12,0.975893241,0.747925006,-1.231607132,-0.568382647,0.10769626,6.38677E+11,6.37215E+11,6.65512E+11,6.76891E+11,
AUS,2019,1.07684E+11,-26952264778,11869000000,1.42401E+11,1.98557E+11,72988000000,65672000000,20159000000,64510000000,23529000000,78194256563,2.47384E+11,46358000000,0,1.00785E+11,33072790000,1.2171E+11,36232207225,21629136751,68495000000,19309991785,1.99369E+12,2.05746E+12,0.991390443,0.695280901,-1.352107189,-1.223211679,-0.479750172,6.73685E+11,6.71977E+11,6.92311E+11,7.05294E+11,
AUS,2020,1.10325E+11,18247440386,8285000000,1.54391E+11,2.05148E+11,77204000000,71340000000,29739000000,66280000000,1.50686E+11,78108252981,2.35683E+11,40932000000,0,1.10764E+11,33085740000,1.22657E+11,34290138525,24906631324,66051000000,21955693367,1.97291E+12,2.01926E+12,1,0.6896064,-4.886409095,-12.24426076,-8.802563151,8.79539E+11,8.70716E+11,6.87439E+11,7.37596E+11,
AUS,2021,1.14709E+11,20510319960,11430000000,1.71752E+11,2.19764E+11,75669000000,70049000000,15908000000,60559000000,59675000000,85067542815,,46884000000,0,,34618570000,,,,67509000000,,2.191E+12,2.12507E+12,1.028196298,0.751572928,-1.637324151,-4.793060341,-3.803721631,8.19328E+11,8.16747E+11,7.67975E+11,7.85683E+11,
AUT,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,1960,,,82926400.24,,,,,,,225136765.4,,,157061311.1,1003538290,,,,,,,,,,,0.529226192,,-0.499565763,,,,,,
AUT,1961,,,93526015.31,,,,,,,246755858.8,,,176606718.7,1157134062,,,,,,,,,,,0.529539593,,1.711179778,,,,,,
AUT,1962,,,99761083,,,,,,,295957933.4,,,180096970.1,1281801481,,,,,,,,,,,0.532308,,1.142726573,,,,,,
AUT,1963,,,107243164.2,,,,,,,358578755.5,,,209415081.5,1377540549,,,,,,,,,,,0.532383603,,-0.508518486,,,,,,
AUT,1964,,,115348752.2,,,,,,,372742989.1,,,214301433.4,1529758780,,,,,,,,,,,0.532490204,,0.486045572,,,,,,
AUT,1965,,,129065901.1,,,,,,,412999232,,1458000000,214999483.7,1750854038,389300000,,,107700000,179600000,,,,,,0.532574024,,1.413738385,,,,,,
AUT,1966,,,138418502.7,,,,,,,450273530.9,,1693000000,219885835.6,1941643404,390500000,,,116800000,201400000,,,,,,0.532330781,,1.767237222,,,,,,
AUT,1967,,,149018117.7,,,,,,,451019016.9,,1821000000,261768851.9,2117279824,374900000,,,117000000,223600000,,,,,,0.532351785,,-0.573587114,,,,,,
AUT,1968,,,190169564.5,,,,,,,465183250.4,,1815000000,235242941.6,2292227474,381000000,,,123100000,233800000,,,,,,0.532175758,,-0.847739121,,,,,,
AUT,1969,,,220097889.4,,,,,,,482329427.9,,2046000000,267353254.1,2546383706,446400000,,,127200000,276900000,,,,,,0.531880429,,-0.080016943,,,,,,
AUT,1970,,,252644942.7,,,,,,,486131406.4,,2387000000,310702176,2824922405,504800000,,,129800000,299600000,,,29042286209,1.21445E+11,,0.531955944,,1.251890712,,10397757977,,11925195610,,
AUT,1971,,,274031224.9,,,,,,,563512851,,2770000000,384276674.6,3240939651,562800000,,,132300000,323400000,,,32421847768,1.27654E+11,,0.552707359,,1.569906122,,11723681276,,13563157709,,
AUT,1972,,,298410339.5,,,,,,,588859374.2,,3418000000,364172826.8,3665910910,630000000,,,137100000,358100000,,,37051553497,1.35579E+11,,0.595298631,,2.124385331,,13175139245,,15732417147,,
AUT,1973,,,333326718.6,,,,,,,685847100,,4075000000,384904919.8,4260939550,609900000,,,144700000,397700000,,,41990318354,1.42205E+11,,0.70663877,,1.330877879,,15059324201,,18136363737,,
AUT,1974,,,401413657.7,,,,,,,962422398,,4858000000,469299197.7,4966653574,813700000,,,159900000,416200000,,,47792903473,1.47813E+11,,0.7373443,,1.322017455,,17731424404,,20877585672,,
AUT,1975,,,533846495.4,,,,,,,1415305130,,4748000000,603604070,5709836700,947900000,,,203400000,472600000,,,50694196032,1.47278E+11,,0.791466377,,-2.592798723,,20692140836,,22292847978,,
AUT,1976,,,758620685.5,,,,,,,1551132675,3441536359,5152000000,711801862.1,6377874990,821900000,,,219100000,518000000,,,55997264336,1.54019E+11,,0.767686118,-0.538839972,-3.921243529,-3.714173262,23611148108,23595293325,24367116147,24508593883,
AUT,1977,,,924084666.6,,,,,,,1737391924,3732496570,5971000000,780688244.3,7260478747,941800000,,,228300000,572100000,,,61900936826,1.61843E+11,,0.833316916,1.725350279,-2.506092318,-3.57195034,26191767878,26247519260,27549960016,27056573486,
AUT,1978,,,1188470774,,,,,,,1979196038,4114720010,7012000000,967867606.2,8537306147,986200000,,,248300000,655900000,,,65472458136,1.61502E+11,,0.948146718,-1.027577827,-3.146529931,-2.700912859,29594229676,29556092542,30701840174,31044809039,
AUT,1979,,,1366552373,,,,,,,2007720355,4186909224,7364000000,1053456846,9245280958,1116000000,,,249000000,702500000,,,71817699069,1.70153E+11,,1.030490937,1.799808677,-2.899838303,-4.04422,32157180604,32228912952,33144842583,32519746720,
AUT,1980,,,1603199513,,,,,,3599000000,2240511314,4219594497,8090000000,1342794103,10173322003,1228000000,,,270500000,734300000,,,77138487315,1.73099E+11,,1.064189494,1.173673543,-2.183252764,-2.883397408,34761753715,34811380810,36327147927,35890221025,
AUT,1981,,,1910020403,,,,,,,2392060933,4376502063,8922000000,1679741730,11209995701,1247000000,,,297000000,779100000,,,82200840431,1.72849E+11,,0.866486746,-1.135410508,-2.195651232,-1.504120996,38201260274,38147153957,39897286960,40384369652,
AUT,1982,,,2314209720,,,,,,,2583616475,4318797627,9331000000,1623800579,11960050458,1164000000,,,305900000,781600000,,,88344739076,1.76326E+11,,0.807248855,-0.970025506,-3.813486843,-3.09359997,41988018353,41938098043,41939714209,42370116974,
AUT,1983,,,2406521204,,,,,,,2687679159,4410139082,9527000000,1592005276,12682624050,1245000000,,,338100000,820300000,,,94130542663,1.81568E+11,,0.767313966,0.336123613,-4.711365521,-4.823905856,44842208178,44860741551,44205450089,44051286492,
AUT,1984,,,2870216198,,,,,,,2765279298,4524883036,10170000000,1663286629,13759048301,1439000000,,,347400000,837200000,,,98840445756,1.81661E+11,,0.689549977,-1.207426463,-3.07282568,-2.293948796,47318091354,47247671224,48056605491,48677198221,
AUT,1985,,,3185963433,,,,,,3944000000,3038624724,4621139667,11130000000,1972403042,14861312770,1675000000,,,353000000,831000000,,,1.04312E+11,1.862E+11,,0.670277153,-0.50328824,-3.213162249,-2.77854645,50829595351,50798768245,51618323330,51891097222,
AUT,1986,,,3462165569,,,,,,,3588682504,5086921111,11890000000,1959633305,15638914709,1729000000,,,360300000,840400000,,,1.09862E+11,1.90485E+11,,0.904525509,-0.163631292,-4.311816369,-4.086735398,54424269492,54413132003,54025634994,54119796320,
AUT,1987,,,3895885061,,,,,,,3716796030,4829206791,11870000000,2152149736,16325095088,1712000000,,,372700000,803800000,,,1.14066E+11,1.93071E+11,,1.089334485,-0.902553139,-4.943161421,-4.164436434,57322172543,57259255696,55652893564,56182345597,
AUT,1988,,,4101596770,,,,,,,3637134120,4793640207,12340000000,2520572649,17303449112,1819000000,,,379000000,1031000000,,,1.19625E+11,1.99434E+11,,1.116599575,-0.087652253,-3.667946601,-3.538273548,59172287431,59165996984,58633800390,58687334936,
AUT,1989,,,4491505912,,,,,,,3703734995,5134612667,11680000000,2933994173,18396113092,2269000000,,,390200000,1141000000,,,1.27959E+11,2.07186E+11,,1.040793753,0.980061627,-3.285615046,-3.794804558,61698470715,61771068917,61288335337,60678239715,
AUT,1990,,,5055023584,,,,,,4267000000,3882986115,5353305439,13671243049,3249180599,19622495482,2223622036,,,409008198.4,1288087791,,,1.37525E+11,2.1619E+11,,1.213116797,2.15408117,-2.7181823,-3.943277845,65992961055,66162026643,66412254252,64968769629,77432019978
