"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHL","Chile","2016","2016",48,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHL","Chile","2017","2017",47.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHL","Chile","2018","2018",45.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHL","Chile","2019","2019",41.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHL","Chile","2020","2020",44.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1961","1961",2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1962","1962",1.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1963","1963",2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1964","1964",2.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1965","1965",2.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1966","1966",2.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1967","1967",2.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1968","1968",2.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1969","1969",2.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1970","1970",2.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1971","1971",2.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1972","1972",2.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1973","1973",3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1974","1974",2.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1975","1975",2.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1976","1976",3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1977","1977",3.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1978","1978",3.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1979","1979",4.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1980","1980",4.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1981","1981",4.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1982","1982",6.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1983","1983",5.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1984","1984",6.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1985","1985",6.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1986","1986",6.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1987","1987",7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1988","1988",7.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1989","1989",6.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1990","1990",6.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1991","1991",7.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1992","1992",6.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1993","1993",5.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1994","1994",5.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1995","1995",6.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1996","1996",7.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1997","1997",8.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1998","1998",8.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","1999","1999",6.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2000","2000",5.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2001","2001",6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2002","2002",5.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2003","2003",6.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2004","2004",6.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2005","2005",6.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2006","2006",6.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2007","2007",6.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2008","2008",6.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2009","2009",6.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2010","2010",7.3,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2011","2011",7.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2012","2012",7.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2013","2013",7.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2014","2014",8.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2015","2015",8.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2016","2016",7.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2017","2017",8.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2018","2018",7.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2019","2019",8.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHN","China (People's Republic of)","2020","2020",8.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1992","1992",19.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1993","1993",21.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1994","1994",28.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1995","1995",24.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1996","1996",33.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1997","1997",37.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1998","1998",36.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","1999","1999",50.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2000","2000",54.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2001","2001",55.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2002","2002",43.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2003","2003",43.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2004","2004",52.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2005","2005",52.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2006","2006",47.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2007","2007",47.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2008","2008",43.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2009","2009",46.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2010","2010",73.6,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2011","2011",72.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2012","2012",74.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2013","2013",67.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2014","2014",61.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2015","2015",54.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2016","2016",48,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2017","2017",45.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2018","2018",52,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2019","2019",55.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","EST","Estonia","2020","2020",68.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1961","1961",19.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1962","1962",18.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1963","1963",18.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1964","1964",18.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1965","1965",19.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1966","1966",19.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1967","1967",17,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1968","1968",16.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1969","1969",18.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1970","1970",19.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1971","1971",20.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1972","1972",18.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1973","1973",18,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1974","1974",19.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1975","1975",18.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1976","1976",19.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1977","1977",19.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1978","1978",21.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1979","1979",20.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1980","1980",19.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1981","1981",19.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1982","1982",19.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1983","1983",20.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1984","1984",24.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1985","1985",23.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1986","1986",20.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1987","1987",17.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1988","1988",17.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1989","1989",20,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1990","1990",20.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1991","1991",20.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1992","1992",21.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1993","1993",18.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1994","1994",20.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1995","1995",21.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1996","1996",20.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1997","1997",22.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1998","1998",23,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","1999","1999",22.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2000","2000",23.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2001","2001",23.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2002","2002",23,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2003","2003",24.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2004","2004",20,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2005","2005",19.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2006","2006",20.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2007","2007",20.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2008","2008",22.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2009","2009",22.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2010","2010",20.9,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2011","2011",22.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2012","2012",22.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2013","2013",22.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2014","2014",21.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2015","2015",22.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2016","2016",22.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2017","2017",22.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2018","2018",25,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2019","2019",23.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IND","India","2020","2020",21.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1961","1961",11.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1962","1962",11.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1963","1963",10.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1964","1964",12,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1965","1965",11.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1966","1966",10.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1967","1967",12.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1968","1968",11.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1969","1969",11.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1970","1970",12,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1971","1971",13,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1972","1972",12.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1973","1973",11.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1974","1974",13.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1975","1975",12.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1976","1976",13.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1977","1977",13.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1978","1978",14,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1979","1979",14.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1980","1980",14.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1981","1981",16.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1982","1982",15.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1983","1983",15.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1984","1984",15.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1985","1985",14.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1986","1986",14.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1987","1987",14.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1988","1988",14.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1989","1989",14.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1990","1990",14.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1991","1991",14,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1992","1992",13.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1993","1993",14,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1994","1994",15.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1995","1995",15.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1996","1996",15.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1997","1997",16.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1998","1998",16.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","1999","1999",15.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2000","2000",16.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2001","2001",16.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2002","2002",16.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2003","2003",16.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2004","2004",16.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2005","2005",17,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2006","2006",14.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2007","2007",14.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2008","2008",13.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2009","2009",14.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2010","2010",15.9,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2011","2011",18.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2012","2012",19.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2013","2013",21.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2014","2014",24.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2015","2015",25.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2016","2016",25.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2017","2017",24.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2018","2018",26.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2019","2019",26.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","IDN","Indonesia","2020","2020",27,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1961","1961",35.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1962","1962",36.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1963","1963",35.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1964","1964",37,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1965","1965",38.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1966","1966",37.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1967","1967",38.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1968","1968",39.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1969","1969",40,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1970","1970",41.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1971","1971",41,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1972","1972",40.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1973","1973",40.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1974","1974",39.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1975","1975",37.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1976","1976",35.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1977","1977",36.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1978","1978",36.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1979","1979",36.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1980","1980",36.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1981","1981",35.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1982","1982",35.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1983","1983",36.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1984","1984",38.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1985","1985",39.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1986","1986",40.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1987","1987",41.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1988","1988",40.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1989","1989",42.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1990","1990",43,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1991","1991",43.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1992","1992",43.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1993","1993",42.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1994","1994",43.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1995","1995",45.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1996","1996",49.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1997","1997",51.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1998","1998",51.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","ISR","Israel","1999","1999",52.7,,
