"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHE","Switzerland","2015","2015",3398,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHE","Switzerland","2016","2016",3364,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHE","Switzerland","2017","2017",3388,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHE","Switzerland","2018","2018",3379,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHE","Switzerland","2019","2019",3386,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHE","Switzerland","2020","2020",3399,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1961","1961",2957,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1962","1962",2915,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1963","1963",3010,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1964","1964",3004,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1965","1965",2992,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1966","1966",3095,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1967","1967",3067,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1968","1968",3085,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1969","1969",3060,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1970","1970",3141,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1971","1971",3212,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1972","1972",3267,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1973","1973",3178,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1974","1974",3187,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1975","1975",3300,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1976","1976",3373,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1977","1977",3308,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1978","1978",3304,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1979","1979",3377,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1980","1980",3446,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1981","1981",3342,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1982","1982",3414,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1983","1983",3427,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1984","1984",3418,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1985","1985",3626,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1986","1986",3617,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1987","1987",3685,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1988","1988",3721,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1989","1989",3723,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1990","1990",3775,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1991","1991",3724,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1992","1992",3710,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1993","1993",3729,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1994","1994",3728,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1995","1995",3715,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1996","1996",3686,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1997","1997",3604,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1998","1998",3658,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","1999","1999",3618,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2000","2000",3662,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2001","2001",3621,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2002","2002",3607,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2003","2003",3588,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2004","2004",3609,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2005","2005",3611,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2006","2006",3647,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2007","2007",3630,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2008","2008",3595,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2009","2009",3621,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2010","2010",3660,"B","Break"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2011","2011",3656,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2012","2012",3679,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2013","2013",3691,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2014","2014",3659,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2015","2015",3723,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2016","2016",3690,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2017","2017",3737,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2018","2018",3746,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2019","2019",3744,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","TUR","Türkiye","2020","2020",3753,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1961","1961",3231,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1962","1962",3196,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1963","1963",3225,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1964","1964",3208,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1965","1965",3240,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1966","1966",3243,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1967","1967",3224,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1968","1968",3223,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1969","1969",3239,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1970","1970",3279,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1971","1971",3245,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1972","1972",3170,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1973","1973",3237,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1974","1974",3119,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1975","1975",3126,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1976","1976",3169,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1977","1977",3160,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1978","1978",3095,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1979","1979",3164,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1980","1980",3116,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1981","1981",3091,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1982","1982",3120,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1983","1983",3114,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1984","1984",3129,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1985","1985",3192,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1986","1986",3212,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1987","1987",3227,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1988","1988",3248,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1989","1989",3217,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1990","1990",3241,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1991","1991",3208,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1992","1992",3271,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1993","1993",3218,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1994","1994",3235,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1995","1995",3185,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1996","1996",3268,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1997","1997",3328,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1998","1998",3352,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","1999","1999",3400,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2000","2000",3362,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2001","2001",3400,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2002","2002",3416,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2003","2003",3400,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2004","2004",3445,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2005","2005",3438,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2006","2006",3438,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2007","2007",3417,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2008","2008",3422,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2009","2009",3412,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2010","2010",3416,"B","Break"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2011","2011",3428,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2012","2012",3417,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2013","2013",3437,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2014","2014",3376,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2015","2015",3393,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2016","2016",3374,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2017","2017",3393,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2018","2018",3351,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2019","2019",3377,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2020","2020",3381,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1961","1961",2880,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1962","1962",2858,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1963","1963",2860,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1964","1964",2926,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1965","1965",2922,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1966","1966",2954,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1967","1967",2978,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1968","1968",3001,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1969","1969",3033,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1970","1970",3029,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1971","1971",3052,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1972","1972",3062,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1973","1973",3040,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1974","1974",3031,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1975","1975",3033,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1976","1976",3163,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1977","1977",3135,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1978","1978",3155,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1979","1979",3214,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1980","1980",3178,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1981","1981",3218,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1982","1982",3191,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1983","1983",3230,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1984","1984",3275,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1985","1985",3380,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1986","1986",3352,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1987","1987",3450,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1988","1988",3458,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1989","1989",3433,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1990","1990",3493,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1991","1991",3522,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1992","1992",3559,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1993","1993",3605,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1994","1994",3665,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1995","1995",3580,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1996","1996",3587,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1997","1997",3648,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1998","1998",3658,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","1999","1999",3673,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2000","2000",3755,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2001","2001",3707,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2002","2002",3783,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2003","2003",3777,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2004","2004",3809,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2005","2005",3828,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2006","2006",3783,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2007","2007",3757,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2008","2008",3700,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2009","2009",3645,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2010","2010",3650,"B","Break"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2011","2011",3649,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2012","2012",3687,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2013","2013",3681,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2014","2014",3717,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2015","2015",3735,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2016","2016",3760,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2017","2017",3778,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2018","2018",3862,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2019","2019",3911,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2020","2020",3926,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1961","1961",2209,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1962","1962",2271,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1963","1963",2243,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1964","1964",2307,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1965","1965",2332,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1966","1966",2329,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1967","1967",2373,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1968","1968",2457,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1969","1969",2433,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1970","1970",2405,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1971","1971",2426,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1972","1972",2397,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1973","1973",2385,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1974","1974",2479,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1975","1975",2489,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1976","1976",2519,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1977","1977",2554,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1978","1978",2595,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1979","1979",2703,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1980","1980",2698,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1981","1981",2601,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1982","1982",2643,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1983","1983",2597,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1984","1984",2597,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1985","1985",2629,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1986","1986",2684,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1987","1987",2691,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1988","1988",2688,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1989","1989",2736,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1990","1990",2719,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1991","1991",2777,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1992","1992",2771,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1993","1993",2774,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1994","1994",2818,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1995","1995",2812,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1996","1996",2840,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1997","1997",2854,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1998","1998",2853,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","1999","1999",2865,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2000","2000",2880,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2001","2001",2892,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2002","2002",2927,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2003","2003",3067,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2004","2004",3082,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2005","2005",3078,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2006","2006",3096,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2007","2007",3106,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2008","2008",3178,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2009","2009",3166,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2010","2010",3253,"B","Break"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2011","2011",3295,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2012","2012",3247,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2013","2013",3261,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2014","2014",3303,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2015","2015",3248,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2016","2016",3234,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2017","2017",3250,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2018","2018",3288,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2019","2019",3291,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2020","2020",3343,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1961","1961",2497,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1962","1962",2533,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1963","1963",2633,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1964","1964",2583,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1965","1965",2564,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1966","1966",2649,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1967","1967",2621,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1968","1968",2651,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1969","1969",2645,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1970","1970",2637,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1971","1971",2708,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","1972","1972",2723,,
